"","entity","deepseek","gemma2","llama","llama70b","mistral","models_present","n_entity_types"
"2843",">9 mo posttreatment",NA,NA,"Time interval",NA,NA,1,1
"2844","Coyotes",NA,NA,"Host","Host",NA,2,1
"2845","Trachea",NA,NA,"Tissue","Anatomical structure",NA,2,2
"2846","Bronchial trees",NA,NA,"Tissue","Anatomical structure",NA,2,2
"2847","Cysts",NA,NA,"Parasite",NA,NA,1,1
"2848","Infections",NA,NA,"Disease",NA,NA,1,1
"2849","Percentage",NA,NA,"Proportion",NA,NA,1,1
"2850","Number of individuals",NA,NA,"Count",NA,NA,1,1
"2851","Snow tracking",NA,NA,"Environmental monitoring","Ecological method",NA,2,2
"2852","Nine lynx",NA,NA,"Population",NA,NA,1,1
"2853","Sixty-one",NA,NA,"Number of individuals that died",NA,NA,1,1
"2854","Eight",NA,NA,"Number",NA,NA,1,1
"2855","P < or = 0.05",NA,NA,"Statistical significance",NA,NA,1,1
"2856","small carnivores",NA,NA,"Host",NA,"Animal group",2,2
"2857","gamma globulin",NA,NA,"Protein","Antibody","Immune response",3,3
"2858","plasma protein",NA,NA,"Protein",NA,NA,1,1
"2859","antibody counter immunoelectrophoresis",NA,NA,"Diagnostic test","Laboratory test",NA,2,2
"2860","protein electrophoresis",NA,NA,"Laboratory technique","Laboratory technique",NA,2,1
"2861","necropsies",NA,NA,"Post-mortem examination","Diagnostic procedure",NA,2,2
"2862","histopathologic lesions",NA,NA,"Disease manifestation",NA,"Symptom",2,2
"2863","traumatic and hemorrhagic lesions",NA,NA,"Symptom",NA,"Symptom",2,1
"2864","vehicular impact injuries",NA,NA,"Trauma","Injury","Injury",3,2
"2865","Arctocephalus forsteri",NA,NA,"Host",NA,"Host",2,1
"2866","Arctocephalus tropicalis",NA,NA,"Host",NA,"Host",2,1
"2867","infective stage",NA,NA,"Stage of a parasite's life cycle",NA,NA,1,1
"2868","lungs",NA,NA,"Tissue","Tissue",NA,2,1
"2869","coelomyarian",NA,NA,"Muscle type","Muscle type",NA,2,1
"2870","dorsal",NA,NA,"Anatomical structure",NA,NA,1,1
"2871","ventral",NA,NA,"Direction",NA,NA,1,1
"2872","internal cuticular ridge",NA,NA,"Structure",NA,NA,1,1
"2873","species identification",NA,NA,"Scientific name",NA,NA,1,1
"2874","spermiogenesis scheme",NA,NA,"Biological process",NA,NA,1,1
"2875","tapeworm infestation",NA,NA,"Parasitic infection",NA,NA,1,1
"2876","six and a half years",NA,NA,"Duration",NA,NA,1,1
"2877","seven months",NA,NA,"Duration",NA,NA,1,1
"2878","Lungworm",NA,NA,"Parasite",NA,NA,1,1
"2879","Gastropod",NA,NA,"Animal",NA,NA,1,1
"2880","Fecal material",NA,NA,"Waste",NA,NA,1,1
"2881","Semiarid climate",NA,NA,"Environmental condition",NA,NA,1,1
"2882","Terrestrial gastropods",NA,NA,"Host",NA,NA,1,1
"2883","Riparian habitat",NA,NA,"Ecological habitat",NA,NA,1,1
"2884","Rock habitat",NA,NA,"Environmental feature",NA,NA,1,1
"2885","Desert shrub habitat",NA,NA,"Ecosystem",NA,NA,1,1
"2886","Grass habitat",NA,NA,"Ecological niche",NA,NA,1,1
"2887","Bighorn sheep",NA,NA,"Host",NA,NA,1,1
"2888","Lambs",NA,NA,"Host",NA,NA,1,1
"2889","Ram groups",NA,NA,"Host",NA,NA,1,1
"2890","Nursery groups",NA,NA,"Host",NA,NA,1,1
"2891","Fecal pellet groups",NA,NA,"Measurement",NA,NA,1,1
"2892","Fecal larvae counts",NA,NA,"Measurement",NA,NA,1,1
"2893","Lungworm levels",NA,NA,"Measurement",NA,NA,1,1
"2894","Dry years",NA,NA,"Environmental Factor",NA,NA,1,1
"2895","Perennial water sources",NA,NA,"Environmental feature",NA,NA,1,1
"2896","Trichostrongyloidea",NA,NA,"Nematode superfamily","Taxonomic group","Parasite",3,3
"2897","abomasal worm",NA,NA,"Parasite",NA,NA,1,1
"2898","Mesocestoides tapeworms",NA,NA,"Parasite","Pathogen",NA,2,2
"2899","clades A and B",NA,NA,"Taxonomic group","Lineage",NA,2,2
"2900","Wild carnivores",NA,NA,"Host",NA,NA,1,1
"2901","Reptiles",NA,NA,"Host",NA,NA,1,1
"2902","Rodents",NA,NA,"Host","Host",NA,2,1
"2903","Deer mice",NA,NA,"Host",NA,NA,1,1
"2904","Island fox",NA,NA,"Species",NA,NA,1,1
"2905","Proglottids",NA,NA,"Parasite stage",NA,NA,1,1
"2906","Tetrathyridia",NA,NA,"Parasite",NA,NA,1,1
"2907","Peritoneal tetrathyridial infections",NA,NA,"Disease",NA,NA,1,1
"2908","Acephalic metacestodes",NA,NA,"Parasite",NA,NA,1,1
"2909","Western fence lizards",NA,NA,"Host",NA,NA,1,1
"2910","Laboratory mice",NA,NA,"Host",NA,NA,1,1
"2911","Domestic dogs",NA,NA,"Host",NA,NA,1,1
"2912","Mesocestoides spp.",NA,NA,"Helminth",NA,NA,1,1
"2913","Life cycles",NA,NA,"Process",NA,NA,1,1
"2914","Evolutionary lineages",NA,NA,"Taxonomic group",NA,NA,1,1
"2915","Enzootic sites",NA,NA,"Ecological niche",NA,NA,1,1
"2916","Experimental inoculations",NA,NA,"Process",NA,NA,1,1
"2917","Infectivity",NA,NA,"Property",NA,NA,1,1
"2918","Immature life stages",NA,NA,"Life cycle stage",NA,NA,1,1
"2919","Adult tapeworms",NA,NA,"Parasite",NA,NA,1,1
"2920","Tapeworm infections",NA,NA,"Parasitic infection",NA,NA,1,1
"2921","Life-history studies",NA,NA,"Process",NA,NA,1,1
"2922","Molecular strains",NA,NA,"Genetic variation",NA,NA,1,1
"2923","Identification",NA,NA,"Process",NA,NA,1,1
"2924","Infectivity of immature life stages",NA,NA,"Property",NA,NA,1,1
"2925","Hosts",NA,NA,"Organism",NA,NA,1,1
"2926","Infects",NA,NA,"Agent",NA,NA,1,1
"2927","Causes",NA,NA,"Risk factor",NA,NA,1,1
"2928","Suffered from",NA,NA,"Disease",NA,NA,1,1
"2929","Measurement",NA,NA,"Quantitative value",NA,NA,1,1
"2930","Duration of observation",NA,NA,"Time period",NA,NA,1,1
"2931","Number of individuals infected",NA,NA,"Measurement",NA,NA,1,1
"2932","Number of individuals that died",NA,NA,"Measurement",NA,NA,1,1
"2933","Proportion of individuals that died",NA,NA,"Measurement",NA,NA,1,1
"2934","snails",NA,NA,"Host",NA,"Host",2,1
"2935","Eggs",NA,NA,"Tissue","Food",NA,2,2
"2936","Trematode larvae",NA,NA,"Parasite","Parasite","Pathogen",3,2
"2937","wild",NA,NA,"Environment",NA,NA,1,1
"2938","future development",NA,NA,"Event",NA,NA,1,1
"2939","palliata",NA,NA,"Species",NA,NA,1,1
"2940","pigra",NA,NA,"Species",NA,NA,1,1
"2941","Howler monkeys",NA,NA,"Host","Host",NA,2,1
"2942","Parasitism",NA,NA,"Type of Host-Pathogen Interaction",NA,NA,1,1
"2943","Group size",NA,NA,"Numerical value","Number of individuals",NA,2,2
"2944","Home range use",NA,NA,"Behavior",NA,NA,1,1
"2945","Forest fragment",NA,NA,"Ecological habitat",NA,NA,1,1
"2946","Immune function",NA,NA,"Biological process",NA,NA,1,1
"2947","Microclimate",NA,NA,"Environmental factor",NA,NA,1,1
"2948","Contact rate",NA,NA,"Transmission parameter",NA,NA,1,1
"2949","Primates",NA,NA,"Taxon","Host",NA,2,2
"2950","carotid and iliac arteries",NA,NA,"Tissue",NA,"Tissue",2,1
"2951","head",NA,NA,"Tissue",NA,"Body Part",2,2
"2952","Setaria",NA,NA,"Grass","Genus",NA,2,2
"2953","Viborg",NA,NA,"City",NA,NA,1,1
"2954","1795",NA,NA,"Year",NA,NA,1,1
"2955","Setaria thwaitei",NA,NA,"Species","Species",NA,2,1
"2956","anterior region",NA,NA,"Tissue","Anatomical location",NA,2,2
"2957","posterior region",NA,NA,"Tissue","Anatomical location",NA,2,2
"2958","Small intestine",NA,NA,"Anatomical structure",NA,NA,1,1
"2959","Eimeria",NA,NA,"Protozoan","Pathogen",NA,2,2
"2960","serow",NA,NA,"Host",NA,NA,1,1
"2961","oocysts",NA,NA,"Parasite stage","Life stage of parasite","Parasite stage",3,2
"2962","sporocysts",NA,NA,"Developmental stage","Life stage of parasite",NA,2,2
"2963","polar granules",NA,NA,"Tissue","Structure",NA,2,2
"2964","new species 1",NA,NA,"Species",NA,NA,1,1
"2965","new species 2",NA,NA,"Species",NA,NA,1,1
"2966","18S rRNA gene",NA,NA,"Molecular biology marker","Gene","Genetic marker",3,3
"2967","partial 18S rRNA gene sequence",NA,NA,"Molecular sequence",NA,NA,1,1
"2968","nuclei",NA,NA,"Cellular structure",NA,NA,1,1
"2969","rRNA gene sequence",NA,NA,"Molecular biology",NA,NA,1,1
"2970","attributes",NA,NA,"Property",NA,NA,1,1
"2971","behavioural ecology",NA,NA,"Property",NA,"Field of study",2,2
"2972","RBC",NA,NA,"Cell",NA,"Cell type",2,2
"2973","southwestern Kalahari",NA,NA,"Geographic Region","Geographic location","Geographical location",3,3
"2974","Namibia",NA,NA,"Country","Location","Location",3,2
"2975","faeces",NA,NA,"Waste product","Specimen",NA,2,2
"2976","I. felis",NA,NA,"Parasite",NA,"Pathogen",2,2
"2977","Endoparasites",NA,NA,"Internal parasite",NA,NA,1,1
"2978","unidentified trematodes",NA,NA,"Parasite",NA,NA,1,1
"2979","Strongyloides",NA,NA,"Nematode",NA,NA,1,1
"2980","Probstmayria",NA,NA,"Genus",NA,NA,1,1
"2981","gorillas",NA,NA,"Host","Host",NA,2,1
"2982","Parasite richness",NA,NA,"Measurement","Ecological metric",NA,2,2
"2983","Population health",NA,NA,"Public Health Concept",NA,NA,1,1
"2984","Ecosystem health",NA,NA,"Ecological process",NA,NA,1,1
"2985","Strongyle sp.",NA,NA,"Nematode","Parasite",NA,2,2
"2986","Digenean trematode",NA,NA,"Parasite",NA,NA,1,1
"2987","Blastocystis sp. subtype 2",NA,NA,"Pathogen","Pathogen",NA,2,1
"2988","Monkey",NA,NA,"hosts",NA,NA,1,1
"2989","Sacred grove",NA,NA,"Ecological feature",NA,NA,1,1
"2990","Monkey Sanctuary",NA,NA,"Conservation facility",NA,NA,1,1
"2991","Adult",NA,NA,"Human",NA,NA,1,1
"2992","Subadult",NA,NA,"Life stage",NA,NA,1,1
"2993","Female",NA,NA,"Biological entity","Demographic",NA,2,2
"2994","Protozoan",NA,NA,"Microorganism",NA,NA,1,1
"2995","Nematode",NA,NA,"Parasite",NA,NA,1,1
"2996","Digenean",NA,NA,"Trematode",NA,NA,1,1
"2997","Trematode",NA,NA,"Parasite","Parasite",NA,2,1
"2998","Anthropozoonotic transmission",NA,NA,"Transmission type","Transmission route",NA,2,2
"2999","Zoonotic transmission",NA,NA,"Mechanism of transmission","Transmission route",NA,2,2
"3000","Papio Spp.",NA,NA,"Host","Host","Host",3,1
"3001","Nematodes",NA,NA,"Parasite","Pathogen","Pathogen",3,2
"3002","Chimpanzees",NA,NA,"Host",NA,NA,1,1
"3003","Baboons",NA,NA,"Mammal",NA,NA,1,1
"3004","Fecal specimens",NA,NA,"Biological sample",NA,NA,1,1
"3005","Parasite loads",NA,NA,"Biological measurement",NA,NA,1,1
"3006","Prevalence of infection",NA,NA,"Measure",NA,NA,1,1
"3007","Wet season",NA,NA,"Environmental phenomenon",NA,NA,1,1
"3008","Dry season",NA,NA,"Environmental phenomenon",NA,NA,1,1
"3009","Protozoans",NA,NA,"Microorganism",NA,NA,1,1
"3010","Forest",NA,NA,"Ecosystem",NA,NA,1,1
"3011","Fecal egg counts",NA,NA,"Biological measurement",NA,NA,1,1
"3012","Body size",NA,NA,"Property",NA,NA,1,1
"3013","Behavioral ecology",NA,NA,"Property",NA,NA,1,1
"3014","Omnivores",NA,NA,"Dietary category",NA,NA,1,1
"3015","Social groups",NA,NA,"Host",NA,NA,1,1
"3016","Males",NA,NA,"Biological group",NA,NA,1,1
"3017","Females",NA,NA,"Biological group",NA,NA,1,1
"3018","Lactating females",NA,NA,"Host",NA,NA,1,1
"3019","Nonlactating females",NA,NA,"Host",NA,NA,1,1
"3020","stomach",NA,NA,"Tissue",NA,NA,1,1
"3021","epithelial cells",NA,NA,"Cell type",NA,"Cell type",2,1
"3022","fetid bloody material",NA,NA,"Wound secretion","Specimen","Symptom",3,3
"3023","infiltration",NA,NA,"Infection",NA,NA,1,1
"3024","histopathologically",NA,NA,"Adverb",NA,NA,1,1
"3025","first record",NA,NA,"Case report",NA,"Unknown",2,2
"3026","pangolins",NA,NA,"Mammal","Animal group","Host",3,3
"3027","Man",NA,NA,"Host",NA,NA,1,1
"3028","Hydroelectric plants",NA,NA,"Infrastructure",NA,NA,1,1
"3029","Red-howler monkey",NA,NA,"Host",NA,NA,1,1
"3030","Bearded-saki",NA,NA,"Host",NA,NA,1,1
"3031","Spider-monkey",NA,NA,"Primate",NA,NA,1,1
"3032","Squirrel-monkey",NA,NA,"Primate",NA,NA,1,1
"3033","Black-faced-spider-monkey",NA,NA,"Host",NA,NA,1,1
"3034","21%",NA,NA,"Proportion of individuals that died","Proportion","Proportion of individuals that died",3,2
"3035","Skeletal muscle",NA,NA,"Tissue",NA,NA,1,1
"3036","Cardiac muscle",NA,NA,"Tissue",NA,NA,1,1
"3037","Epizootiology",NA,NA,"Subfield of Epidemiology",NA,NA,1,1
"3038","Canine hepatozoonosis",NA,NA,"Disease",NA,NA,1,1
"3039","Leishmania (Viannia) shawi",NA,NA,"Pathogen",NA,NA,1,1
"3040","biology",NA,NA,"Life Science",NA,"Field of study",2,2
"3041","biochemistry",NA,NA,"Scientific discipline",NA,NA,1,1
"3042","serology",NA,NA,"Laboratory test",NA,NA,1,1
"3043","nodule",NA,NA,"Lesion",NA,NA,1,1
"3044","schizont nodule",NA,NA,"Lesion",NA,NA,1,1
"3045","naturally occurring",NA,NA,"Event type",NA,NA,1,1
"3046","wild-caught",NA,NA,"Event type",NA,NA,1,1
"3047","examined",NA,NA,"Event type",NA,NA,1,1
"3048","found",NA,NA,"Event type",NA,NA,1,1
"3049","contained",NA,NA,"Event type",NA,NA,1,1
"3050","engulfed",NA,NA,"Event type",NA,NA,1,1
"3051","compressed",NA,NA,"Event type",NA,NA,1,1
"3052","mature",NA,NA,"Developmental stage",NA,NA,1,1
"3053","single",NA,NA,"Quantity",NA,NA,1,1
"3054","small",NA,NA,"Quantity",NA,NA,1,1
"3055","scattered",NA,NA,"Quantity",NA,NA,1,1
"3056","electron-dense",NA,NA,"Property",NA,NA,1,1
"3057","cytoplasmic",NA,NA,"Property",NA,NA,1,1
"3058","granules",NA,NA,"Property",NA,NA,1,1
"3059","vacuole",NA,NA,"Cell structure",NA,NA,1,1
"3060","phagosome",NA,NA,"Cell structure",NA,NA,1,1
"3061","Sarcocystis species",NA,NA,"Pathogen",NA,NA,1,1
"3062","muscular Sarcocystis",NA,NA,"Pathogen",NA,NA,1,1
"3063","Muscles",NA,NA,"Anatomical structure",NA,NA,1,1
"3064","Ultrastructure",NA,NA,"Property",NA,NA,1,1
"3065","Microtubules",NA,NA,"Property",NA,NA,1,1
"3066","Finger-like protrusions",NA,NA,"Property",NA,NA,1,1
"3067","Cyst wall",NA,NA,"Property",NA,NA,1,1
"3068","Minute undulations",NA,NA,"Property",NA,NA,1,1
"3069","Thick cyst wall",NA,NA,"Property",NA,NA,1,1
"3070","First published report",NA,NA,"Scientific publication",NA,NA,1,1
"3071","This study",NA,NA,"Research study",NA,NA,1,1
"3072","Distemper virus",NA,NA,"Virus",NA,NA,1,1
"3073","Immunohistochemical staining",NA,NA,"Diagnostic technique",NA,NA,1,1
"3074","Encephalitis",NA,NA,"Disease",NA,NA,1,1
"3075","Protozoa",NA,NA,"Microorganism",NA,NA,1,1
"3076","Multifocal necrotizing and nonsuppurative encephalitis",NA,NA,"Disease",NA,NA,1,1
"3077","Intralesional protozoa",NA,NA,"Parasite",NA,NA,1,1
"3078","Endemic Pasteurella-associated pneumonia and mortality",NA,NA,"Disease",NA,NA,1,1
"3079","logging",NA,NA,"Process",NA,"Process",2,1
"3080","African apes",NA,NA,"Group",NA,"Host",2,2
"3081","pathogen dynamics",NA,NA,"Process",NA,"Process",2,1
"3082","wildlife infections",NA,NA,"Process",NA,NA,1,1
"3083","forest-dwelling African apes",NA,NA,"Group",NA,"Host",2,2
"3084","Isocitrate dehydrogenase",NA,NA,"Enzyme","Enzyme",NA,2,1
"3085","Phosphoglucomutase",NA,NA,"Enzyme","Enzyme",NA,2,1
"3086","Starch gel electrophoresis",NA,NA,"Technique","Technique",NA,2,1
"3087","Cluster analysis",NA,NA,"Technique","Technique",NA,2,1
"3088","Pulsed-field gradient gel electrophoresis (PFGE)",NA,NA,"Technique","Technique",NA,2,1
"3089","Chromosomes",NA,NA,"Genetic material","Genetic component",NA,2,2
"3090","carnivore management",NA,NA,"Conservation practice",NA,NA,1,1
"3091","n=1018",NA,NA,"Number of individuals",NA,NA,1,1
"3092","pup survivorship",NA,NA,"Demographic parameter","Metric","Survival rate",3,3
"3093","disease related mortality",NA,NA,"Outcome","Symptom","Symptom",3,2
"3094","adults",NA,NA,"Host",NA,"Host",2,1
"3095","contiguous packs",NA,NA,"Host",NA,NA,1,1
"3096","landscape heterogeneities",NA,NA,"Environmental feature","Environmental factor","Environmental factor",3,2
"3097","pathogen maintenance",NA,NA,"Ecological process",NA,"Process",2,2
"3098","pathogen transmission",NA,NA,"Mechanism of transmission",NA,"Process",2,2
"3099","episodic generalist pathogen invasion",NA,NA,"Invasive Disease Outbreak",NA,NA,1,1
"3100","population depression",NA,NA,"Mental Health Condition",NA,NA,1,1
"3101","hantavirus",NA,NA,"Virus","Pathogen",NA,2,2
"3102","immunodominant",NA,NA,"Property",NA,NA,1,1
"3103","23%",NA,NA,"Proportion of individuals that died","Proportion","Proportion of individuals that died",3,2
"3104","99%",NA,NA,"Proportion of individuals that died","Proportion","Proportion of individuals that died",3,2
"3105","nodavirus strain",NA,NA,"Virus",NA,NA,1,1
"3106","reverse-transcriptase polymerase chain reaction (RT-PCR)",NA,NA,"Diagnostic test",NA,NA,1,1
"3107","accession no. AJ245641",NA,NA,"GenBank accession number",NA,NA,1,1
"3108","RT-PCR assay",NA,NA,"Diagnostic test",NA,NA,1,1
"3109","Serum samples",NA,NA,"Biological sample","Biological sample","Specimen",3,2
"3110","Other animal species",NA,NA,"Host",NA,NA,1,1
"3111","Astrovirus",NA,NA,"Virus","Pathogen",NA,2,2
"3112","Cheetah",NA,NA,"Mammal",NA,NA,1,1
"3113","Diarrhea",NA,NA,"Symptom",NA,NA,1,1
"3114","Lethargy",NA,NA,"Symptom","Symptom",NA,2,1
"3115","Anorexia",NA,NA,"Disease","Disease",NA,2,1
"3116","Watery diarrhea",NA,NA,"Symptom","Symptom",NA,2,1
"3117","Regurgitation",NA,NA,"Behavior","Symptom",NA,2,2
"3118","Bismuth subsalicylate tablets",NA,NA,"Medicine","Medication",NA,2,2
"3119","Bayesian analysis",NA,NA,"Method",NA,NA,1,1
"3120","Maximum likelihood analysis",NA,NA,"Method",NA,NA,1,1
"3121","RdRp",NA,NA,"Enzyme",NA,NA,1,1
"3122","Capsid protein",NA,NA,"Viral structural protein",NA,NA,1,1
"3123","RNA-dependent-RNA polymerase",NA,NA,"Enzyme",NA,NA,1,1
"3124","Partial RNA-dependent-RNA polymerase product",NA,NA,"Measurement",NA,NA,1,1
"3125","Partial capsid product",NA,NA,"Measurement",NA,NA,1,1
"3126","Consensus astroviral PCR",NA,NA,"Diagnostic test","Diagnostic test",NA,2,1
"3127","Hemagglutination inhibition (HI) tests",NA,NA,"Diagnostic test",NA,NA,1,1
"3128","Seals",NA,NA,"Host","Host",NA,2,1
"3129","Tissue",NA,NA,"Biological sample",NA,NA,1,1
"3130","antibody",NA,NA,"Immune response molecule","Immune component","Immune response component",3,3
"3131","endemic activity",NA,NA,"Disease transmission",NA,NA,1,1
"3132","Brazil",NA,NA,"Country","Location","Country",3,2
"3133","Tree hole breeding mosquitoes",NA,NA,"Vector","Vector",NA,2,1
"3134","Apes",NA,NA,"Primate",NA,NA,1,1
"3135","Arboviral infections",NA,NA,"Infectious disease",NA,NA,1,1
"3136","Monkey captures",NA,NA,"Process","Event",NA,2,2
"3137","Reporting of monkey casualties",NA,NA,"Process","Event",NA,2,2
"3138","Investigations",NA,NA,"Process","Event",NA,2,2
"3139","Samples",NA,NA,"Biological samples",NA,NA,1,1
"3140","Standardized manner",NA,NA,"Process",NA,NA,1,1
"3141","bat-eared fox",NA,NA,"Mammal",NA,"Host",2,2
"3142","nucleotide sequence",NA,NA,"Molecular sequence","Genetic material",NA,2,2
"3143","variable",NA,NA,"Numerical value",NA,NA,1,1
"3144","Hepatitis B virus",NA,NA,"Pathogen",NA,NA,1,1
"3145","preS1 mAb",NA,NA,"Antibody",NA,"Antibody",2,1
"3146","nucleotide substitution",NA,NA,"Genetic variation",NA,"Genetic mutation",2,2
"3147","amino acid substitution",NA,NA,"Genetic variation",NA,NA,1,1
"3148","HBV sequences",NA,NA,"Viral sequence",NA,NA,1,1
"3149","Denmark",NA,NA,"Country","Location","Country",3,2
"3150","Phylogenetic comparison",NA,NA,"Molecular biology technique",NA,NA,1,1
"3151","Sequence data",NA,NA,"Genomic data",NA,NA,1,1
"3152","RT-PCR products",NA,NA,"Molecular diagnostic product",NA,NA,1,1
"3153","Genotype five isolates",NA,NA,"Microbial isolate",NA,NA,1,1
"3154","first report",NA,NA,"Medical report",NA,"Event",2,2
"3155","bat",NA,NA,"Mammal",NA,NA,1,1
"3156","lyssaviruses",NA,NA,"Virus",NA,NA,1,1
"3157","juvenile",NA,NA,"Stage of development",NA,"Age group",2,2
"3158","envelope-linked immunosorbent assay",NA,NA,"Diagnostic test",NA,NA,1,1
"3159","extreme eastern part",NA,NA,"Geographic location",NA,NA,1,1
"3160","study area",NA,NA,"Geographic location",NA,NA,1,1
"3161","Infectious pancreatic necrosis virus",NA,NA,"Virus",NA,NA,1,1
"3162","Viral hemorrhagic septicemia virus",NA,NA,"Virus",NA,NA,1,1
"3163","Viral nervous necrosis virus",NA,NA,"Virus",NA,NA,1,1
"3164","Wild fish",NA,NA,"hosts",NA,NA,1,1
"3165","Viruses",NA,NA,"Microorganism","Pathogen",NA,2,2
"3166","River mouth",NA,NA,"Environmental feature",NA,NA,1,1
"3167","Oceanographic campaigns",NA,NA,"Research activity",NA,NA,1,1
"3168","Surveillance",NA,NA,"Process",NA,NA,1,1
"3169","Epidemiological study",NA,NA,"Process",NA,NA,1,1
"3170","Viral epidemiological study",NA,NA,"Process",NA,NA,1,1
"3171","IPNV-type isolates",NA,NA,"Virus isolate",NA,NA,1,1
"3172","Viral epidemiology",NA,NA,"Field of study",NA,NA,1,1
"3173","MCP",NA,NA,"Mortality rate",NA,NA,1,1
"3174","gel electrophoresis",NA,NA,"Measurement","Method","Method",3,2
"3175","cultured pig frog",NA,NA,"Host",NA,NA,1,1
"3176","cottontail rabbit",NA,NA,"Host",NA,NA,1,1
"3177","papillomavirus",NA,NA,"Virus",NA,NA,1,1
"3178","pedunculated",NA,NA,"Property",NA,NA,1,1
"3179","dark",NA,NA,"Property",NA,NA,1,1
"3180","cylindrical",NA,NA,"Property",NA,NA,1,1
"3181","virally induced papillomas",NA,NA,"Disease","Disease",NA,2,1
"3182","widespread infection",NA,NA,"Outbreak",NA,NA,1,1
"3183","Dengue virus NS1 protein",NA,NA,"Protein",NA,NA,1,1
"3184","Pacific coast",NA,NA,"Geographic feature","Geographic location","Geographical location",3,3
"3185","Dengue virus serotype 2",NA,NA,"Virus serotype",NA,NA,1,1
"3186","35",NA,NA,"Number",NA,"Undefined",2,2
"3187","all",NA,NA,"Population",NA,NA,1,1
"3188","porcupine",NA,NA,"Mammal",NA,NA,1,1
"3189","CTF",NA,NA,"Disease","Gene",NA,2,2
"3190","annual range",NA,NA,"Measurement",NA,NA,1,1
"3191","Tifton",NA,NA,"Location","Location","Location",3,1
"3192","Tremors",NA,NA,"Symptom",NA,NA,1,1
"3193","Necropsy",NA,NA,"Post-mortem examination","Diagnostic procedure","Process",3,3
"3194","Lymphoplasmacytic perivascular inflammation",NA,NA,"Pathological process",NA,NA,1,1
"3195","Gliosis",NA,NA,"Neurological disorder",NA,NA,1,1
"3196","Satellitosis",NA,NA,"Disease",NA,NA,1,1
"3197","Hemorrhage",NA,NA,"Symptom",NA,NA,1,1
"3198","Congestion",NA,NA,"Symptom",NA,NA,1,1
"3199","Lymphoid depletion",NA,NA,"Clinical sign",NA,NA,1,1
"3200","Tonsil",NA,NA,"Anatomical structure",NA,NA,1,1
"3201","Retropharyngeal lymph nodes",NA,NA,"Lymph node",NA,NA,1,1
"3202","Reverse transcription-polymerase chain reaction test",NA,NA,"Diagnostic test",NA,NA,1,1
"3203","Fatal",NA,NA,"Symptom",NA,NA,1,1
"3204","Marble spleen disease",NA,NA,"Disease","Disease","Disease",3,1
"3205","reticuloendothelial cells",NA,NA,"Cell type",NA,NA,1,1
"3206","intranuclear viral inclusions",NA,NA,"Viral structure","Pathological finding","Pathological feature",3,3
"3207","strict sanitation",NA,NA,"Public Health Measure",NA,"Preventive measure",2,2
"3208","Avian bornavirus",NA,NA,"Virus","Pathogen",NA,2,2
"3209","Avian bornavirus genotype 4",NA,NA,"Virus",NA,NA,1,1
"3210","Pheasant",NA,NA,"Host","Host",NA,2,1
"3211","Reverse-transcriptase polymerase chain reaction",NA,NA,"Diagnostic test","Laboratory technique",NA,2,2
"3212","Sequencing",NA,NA,"Molecular biology technique",NA,NA,1,1
"3213","Juvenile",NA,NA,"Stage of development",NA,NA,1,1
"3214","Measles virus",NA,NA,"Virus",NA,"Pathogen",2,2
"3215","Measles",NA,NA,"Disease",NA,"Disease",2,1
"3216","Dermatitis",NA,NA,"Skin condition",NA,NA,1,1
"3217","In situ hybridization",NA,NA,"Diagnostic test",NA,NA,1,1
"3218","Cytomegalovirus",NA,NA,"Pathogen",NA,NA,1,1
"3219","Adenovirus",NA,NA,"Virus",NA,NA,1,1
"3220","Bacteria",NA,NA,"Microorganism","Pathogen",NA,2,2
"3221","Gingivitis",NA,NA,"Disease",NA,NA,1,1
"3222","Esophagitis",NA,NA,"Disease",NA,NA,1,1
"3223","Lung",NA,NA,"Tissue",NA,NA,1,1
"3224","Stomach",NA,NA,"Tissue",NA,NA,1,1
"3225","Skin",NA,NA,"Tissue",NA,NA,1,1
"3226","Salivary gland",NA,NA,"Tissue",NA,NA,1,1
"3227","Spleen",NA,NA,"Tissue",NA,NA,1,1
"3228","Lymph nodes",NA,NA,"Tissue",NA,NA,1,1
"3229","Paramyxovirus",NA,NA,"Virus",NA,NA,1,1
"3230","Human visitors",NA,NA,"Host",NA,NA,1,1
"3231","Exhibit",NA,NA,"Scientific study",NA,NA,1,1
"3232","Indoor caging",NA,NA,"Environmental factor",NA,NA,1,1
"3233","New outdoor exhibits",NA,NA,"Infrastructure",NA,NA,1,1
"3234","Four months",NA,NA,"Duration",NA,NA,1,1
"3235","Ten",NA,NA,"Number of individuals that died",NA,NA,1,1
"3236","Two",NA,NA,"Number of individuals that died",NA,NA,1,1
"3237","1971-1984",NA,NA,"Time period","Time period","Time period",3,1
"3238","great horned owl",NA,NA,"Host",NA,"Host",2,1
"3239","Splenic necrosis",NA,NA,"Pathological condition",NA,NA,1,1
"3240","Pharyngeal ulceration",NA,NA,"Symptom",NA,NA,1,1
"3241","Gastrointestinal necrosis",NA,NA,"Pathological condition",NA,NA,1,1
"3242","Eosinophilic intranuclear viral inclusion bodies",NA,NA,"Pathogen",NA,NA,1,1
"3243","Herpesvirus-induced disease",NA,NA,"Viral disease",NA,NA,1,1
"3244","Sequence",NA,NA,"Genetic sequence",NA,NA,1,1
"3245","high antibody titers",NA,NA,NA,"Laboratory result",NA,1,1
