"","entity","deepseek","gemma2","llama","llama70b","mistral","models_present","n_entity_types"
"2718","adult worms",NA,NA,"Tissue",NA,NA,1,1
"2719","Trematode larvae",NA,NA,"Pathogen","Pathogen component","Pathogen",3,2
"2720","wild",NA,NA,"Property",NA,NA,1,1
"2721","future development",NA,NA,"Event",NA,NA,1,1
"2722","palliata",NA,NA,"Species",NA,NA,1,1
"2723","pigra",NA,NA,"Species",NA,NA,1,1
"2724","Howler monkeys",NA,NA,"Common name","Host",NA,2,2
"2725","DTP",NA,NA,"Pathogen","Abbreviation","Pathogen",3,2
"2726","Parasitism",NA,NA,"Disease",NA,NA,1,1
"2727","Group size",NA,NA,"Measurement","Measurement",NA,2,1
"2728","Home range use",NA,NA,"Behavior",NA,NA,1,1
"2729","Forest fragment",NA,NA,"Environment",NA,NA,1,1
"2730","Immune function",NA,NA,"Property",NA,NA,1,1
"2731","Microclimate",NA,NA,"Environment",NA,NA,1,1
"2732","Contact rate",NA,NA,"Property",NA,NA,1,1
"2733","head",NA,NA,"Tissue",NA,"Body part",2,2
"2734","1795",NA,NA,"Year",NA,NA,1,1
"2735","Setaria thwaitei",NA,NA,"Pathogen","Pathogen",NA,2,1
"2736","north",NA,NA,"Location","Region","Location",3,2
"2737","anterior region",NA,NA,"Tissue","Body part",NA,2,2
"2738","posterior region",NA,NA,"Tissue","Body part",NA,2,2
"2739","Small intestine",NA,NA,"Tissue",NA,NA,1,1
"2740","Eimeria",NA,NA,"Pathogen","Pathogen",NA,2,1
"2741","serow",NA,NA,"Common name",NA,NA,1,1
"2742","Capricornis spp.",NA,NA,"Host","Host",NA,2,1
"2743","Capricornis crispus",NA,NA,"Host","Host",NA,2,1
"2744","Capricornis swinhoei",NA,NA,"Host","Host",NA,2,1
"2745","Eimeriid coccidians",NA,NA,"Pathogen",NA,NA,1,1
"2746","sporocysts",NA,NA,"Pathogen","Life stage",NA,2,2
"2747","micropyle",NA,NA,"Tissue","Anatomical structure","Structure",3,3
"2748","oocyst residuum",NA,NA,"Tissue","Anatomical structure","Structure",3,3
"2749","polar granules",NA,NA,"Tissue","Anatomical structure",NA,2,2
"2750","new species 1",NA,NA,"Pathogen",NA,NA,1,1
"2751","new species 2",NA,NA,"Pathogen",NA,NA,1,1
"2752","Martes melampus melampus",NA,NA,"Host","Host","Host",3,1
"2753","Japanese martens",NA,NA,"Common name","Common name","Common name",3,1
"2754","18S rRNA gene",NA,NA,"Molecular feature","Gene",NA,2,2
"2755","histological methods",NA,NA,"Detection method",NA,NA,1,1
"2756","molecular methods",NA,NA,"Detection method",NA,NA,1,1
"2757","phagocytes",NA,NA,"Cell type","Cell type","Cell type",3,1
"2758","nuclei",NA,NA,"Cell component",NA,NA,1,1
"2759","rRNA gene sequence",NA,NA,"Molecular feature",NA,NA,1,1
"2760","disturbance",NA,NA,"Measurement",NA,"Concept",2,2
"2761","richness",NA,NA,"Measurement",NA,NA,1,1
"2762","attributes",NA,NA,"Property",NA,NA,1,1
"2763","behavioural ecology",NA,NA,"Property",NA,"Concept",2,2
"2764","Splenectomy",NA,NA,"Procedure",NA,NA,1,1
"2765","Hemoglobin",NA,NA,"Measurement",NA,NA,1,1
"2766","RBC",NA,NA,"Measurement",NA,"Biological component",2,2
"2767","small population",NA,NA,"Population",NA,NA,1,1
"2768","southwestern Kalahari",NA,NA,"Location","Location","Location",3,1
"2769","faeces",NA,NA,"Tissue","Sample",NA,2,2
"2770","I. felis",NA,NA,"Pathogen",NA,"Pathogen",2,1
"2771","habitat",NA,NA,"Environment","Environment","Environment",3,1
"2772","Endoparasites",NA,NA,"Pathogen",NA,NA,1,1
"2773","Flagellates",NA,NA,"Pathogen",NA,NA,1,1
"2774","Strongyloides",NA,NA,"Pathogen",NA,NA,1,1
"2775","Probstmayria",NA,NA,"Pathogen",NA,NA,1,1
"2776","gorillas",NA,NA,"Host","Host",NA,2,1
"2777","Boabeng-Fiema",NA,NA,"Location",NA,NA,1,1
"2778","Parasite richness",NA,NA,"Measurement",NA,NA,1,1
"2779","Population health",NA,NA,"Property",NA,NA,1,1
"2780","Ecosystem health",NA,NA,"Property",NA,NA,1,1
"2781","Sacred grove",NA,NA,"Location",NA,NA,1,1
"2782","Monkey Sanctuary",NA,NA,"Location",NA,NA,1,1
"2783","Adult",NA,NA,"Age",NA,NA,1,1
"2784","Subadult",NA,NA,"Age",NA,NA,1,1
"2785","Male",NA,NA,"Sex","Sex",NA,2,1
"2786","Female",NA,NA,"Sex","Sex",NA,2,1
"2787","Protozoan",NA,NA,"Pathogen",NA,NA,1,1
"2788","Nematode",NA,NA,"Pathogen",NA,NA,1,1
"2789","Digenean",NA,NA,"Pathogen",NA,NA,1,1
"2790","Trematode",NA,NA,"Pathogen","Type of helminth",NA,2,2
"2791","Anthropozoonotic transmission",NA,NA,"Process","Transmission type",NA,2,2
"2792","Zoonotic transmission",NA,NA,"Process","Transmission type",NA,2,2
"2793","Papio Spp.",NA,NA,"Host","Host","Host",3,1
"2794","Nematodes",NA,NA,"Pathogen","Type of helminth","Pathogen",3,2
"2795","Chimpanzees",NA,NA,"Common name",NA,NA,1,1
"2796","Baboons",NA,NA,"Common name",NA,NA,1,1
"2797","Fecal specimens",NA,NA,"Tissue",NA,NA,1,1
"2798","Parasite loads",NA,NA,"Measurement",NA,NA,1,1
"2799","Prevalence of infection",NA,NA,"Measurement",NA,NA,1,1
"2800","Wet season",NA,NA,"Environmental condition",NA,NA,1,1
"2801","Dry season",NA,NA,"Environmental condition",NA,NA,1,1
"2802","Protozoans",NA,NA,"Pathogen",NA,NA,1,1
"2803","Forest",NA,NA,"Environment",NA,NA,1,1
"2804","Fecal egg counts",NA,NA,"Measurement",NA,NA,1,1
"2805","Body size",NA,NA,"Property",NA,NA,1,1
"2806","Behavioral ecology",NA,NA,"Property",NA,NA,1,1
"2807","Omnivores",NA,NA,"Diet",NA,NA,1,1
"2808","Social groups",NA,NA,"Social structure",NA,NA,1,1
"2809","Males",NA,NA,"Sex",NA,NA,1,1
"2810","Females",NA,NA,"Sex",NA,NA,1,1
"2811","Lactating females",NA,NA,"State",NA,NA,1,1
"2812","Nonlactating females",NA,NA,"State",NA,NA,1,1
"2813","epithelial cells",NA,NA,"Cell type",NA,"Cell type",2,1
"2814","infiltration",NA,NA,"Process",NA,NA,1,1
"2815","histopathologically",NA,NA,"Method",NA,NA,1,1
"2816","first record",NA,NA,"Event",NA,"Event",2,1
"2817","polymerase chain reaction (PCR)",NA,NA,"Method","Detection method",NA,2,2
"2818","Man",NA,NA,"Host",NA,NA,1,1
"2819","Hydroelectric plants",NA,NA,"Location",NA,NA,1,1
"2820","Red-howler monkey",NA,NA,"Common name",NA,NA,1,1
"2821","Bearded-saki",NA,NA,"Common name",NA,NA,1,1
"2822","Spider-monkey",NA,NA,"Common name",NA,NA,1,1
"2823","Squirrel-monkey",NA,NA,"Common name",NA,NA,1,1
"2824","Black-faced-spider-monkey",NA,NA,"Common name",NA,NA,1,1
"2825","21%",NA,NA,"Proportion of individuals infected","Proportion of individuals infected","Proportion of individuals infected",3,1
"2826","Ticks",NA,NA,"Vector",NA,NA,1,1
"2827","Skeletal muscle",NA,NA,"Tissue",NA,NA,1,1
"2828","Cardiac muscle",NA,NA,"Tissue",NA,NA,1,1
"2829","Epizootiology",NA,NA,"Field of study",NA,NA,1,1
"2830","Canine hepatozoonosis",NA,NA,"Disease",NA,NA,1,1
"2831","Leishmania (Viannia) shawi",NA,NA,"Pathogen",NA,NA,1,1
"2832","phlebotomine sandfly",NA,NA,"Common name","Vector","Host",3,3
"2833","biology",NA,NA,"Field of study",NA,"Field of study",2,1
"2834","biochemistry",NA,NA,"Field of study",NA,NA,1,1
"2835","serology",NA,NA,"Field of study",NA,NA,1,1
"2836","nodule",NA,NA,"Lesion type",NA,NA,1,1
"2837","schizont nodule",NA,NA,"Lesion type",NA,NA,1,1
"2838","naturally occurring",NA,NA,"Event type",NA,NA,1,1
"2839","wild-caught",NA,NA,"Event type",NA,NA,1,1
"2840","examined",NA,NA,"Event type",NA,NA,1,1
"2841","found",NA,NA,"Event type",NA,NA,1,1
"2842","contained",NA,NA,"Event type",NA,NA,1,1
"2843","engulfed",NA,NA,"Event type",NA,NA,1,1
"2844","compressed",NA,NA,"Event type",NA,NA,1,1
"2845","mature",NA,NA,"Developmental stage",NA,NA,1,1
"2846","single",NA,NA,"Quantity",NA,NA,1,1
"2847","small",NA,NA,"Quantity",NA,NA,1,1
"2848","scattered",NA,NA,"Quantity",NA,NA,1,1
"2849","electron-dense",NA,NA,"Property",NA,NA,1,1
"2850","cytoplasmic",NA,NA,"Property",NA,NA,1,1
"2851","granules",NA,NA,"Property",NA,NA,1,1
"2852","vacuole",NA,NA,"Cell structure",NA,NA,1,1
"2853","phagosome",NA,NA,"Cell structure",NA,NA,1,1
"2854","5",NA,NA,"Number of individuals with traumatic injury and associated complications",NA,NA,1,1
"2855","Sarcocystis species",NA,NA,"Pathogen",NA,NA,1,1
"2856","muscular Sarcocystis",NA,NA,"Disease",NA,NA,1,1
"2857","antibody titers",NA,NA,"Measurement","Measurement","Measurement",3,1
"2858","4",NA,NA,"Number of individuals infected",NA,NA,1,1
"2859","Muscles",NA,NA,"Tissue",NA,NA,1,1
"2860","Ultrastructure",NA,NA,"Property",NA,NA,1,1
"2861","Microtubules",NA,NA,"Property",NA,NA,1,1
"2862","Finger-like protrusions",NA,NA,"Property",NA,NA,1,1
"2863","Cyst wall",NA,NA,"Property",NA,NA,1,1
"2864","Minute undulations",NA,NA,"Property",NA,NA,1,1
"2865","Thick cyst wall",NA,NA,"Property",NA,NA,1,1
"2866","First published report",NA,NA,"Event",NA,NA,1,1
"2867","This study",NA,NA,"Event",NA,NA,1,1
"2868","Distemper virus",NA,NA,"Pathogen",NA,NA,1,1
"2869","Immunohistochemical staining",NA,NA,"Diagnostic method",NA,NA,1,1
"2870","Pneumonic pasteurellosis",NA,NA,"Disease",NA,"Disease",2,1
"2871","Encephalitis",NA,NA,"Symptom",NA,NA,1,1
"2872","Protozoa",NA,NA,"Type of pathogen",NA,NA,1,1
"2873","Brain",NA,NA,"Tissue","Tissue",NA,2,1
"2874","Multifocal necrotizing and nonsuppurative encephalitis",NA,NA,"Symptom",NA,NA,1,1
"2875","Intralesional protozoa",NA,NA,"Symptom",NA,NA,1,1
"2876","First report",NA,NA,"Event",NA,NA,1,1
"2877","Endemic Pasteurella-associated pneumonia and mortality",NA,NA,"Event",NA,NA,1,1
"2878","logging",NA,NA,"Process",NA,"Process",2,1
"2879","parasitism",NA,NA,"Process","Disease",NA,2,2
"2880","African apes",NA,NA,"Group",NA,"Host",2,2
"2881","pathogen dynamics",NA,NA,"Process",NA,"Process",2,1
"2882","wildlife infections",NA,NA,"Process",NA,NA,1,1
"2883","forest-dwelling African apes",NA,NA,"Group",NA,"Host",2,2
"2884","Isocitrate dehydrogenase",NA,NA,"Enzyme","Enzyme",NA,2,1
"2885","Phosphoglucomutase",NA,NA,"Enzyme","Enzyme",NA,2,1
"2886","Starch gel electrophoresis",NA,NA,"Technique","Technique",NA,2,1
"2887","Cluster analysis",NA,NA,"Technique","Technique",NA,2,1
"2888","Pulsed-field gradient gel electrophoresis (PFGE)",NA,NA,"Technique","Technique",NA,2,1
"2889","Chromosomes",NA,NA,"Entity","Biological structure",NA,2,2
"2890","18",NA,NA,"Number",NA,NA,1,1
"2891","carnivore management",NA,NA,"Concept",NA,NA,1,1
"2892","n=1018",NA,NA,"Number of individuals",NA,NA,1,1
"2893","disease related mortality",NA,NA,"Symptom","Measurement","Symptom",3,2
"2894","adults",NA,NA,"Host",NA,"Host",2,1
"2895","contiguous packs",NA,NA,"Host",NA,NA,1,1
"2896","landscape heterogeneities",NA,NA,"Concept","Environment","Environment",3,2
"2897","pathogen transmission",NA,NA,"Process",NA,"Process",2,1
"2898","episodic generalist pathogen invasion",NA,NA,"Event",NA,NA,1,1
"2899","population depression",NA,NA,"Symptom",NA,NA,1,1
"2900","epitope",NA,NA,"Property","Molecular structure",NA,2,2
"2901","immunodominant",NA,NA,"Property",NA,NA,1,1
"2902","conserved",NA,NA,"Property",NA,NA,1,1
"2903","23%",NA,NA,"Proportion","Proportion of difference","Proportion",3,2
"2904","99%",NA,NA,"Proportion","Proportion of identity","Proportion",3,2
"2905","Atlantic halibut",NA,NA,"Host","Common name","Common name",3,2
"2906","reverse-transcriptase polymerase chain reaction (RT-PCR)",NA,NA,"Detection method",NA,NA,1,1
"2907","accession no. AJ245641",NA,NA,"Sequence accession",NA,NA,1,1
"2908","-non-encoding region",NA,NA,"Viral component",NA,NA,1,1
"2909","RT-PCR assay",NA,NA,"detects",NA,NA,1,1
"2910","ELISA",NA,NA,"Diagnostic test","Detection method",NA,2,2
"2911","Immunofluorescence assays",NA,NA,"Diagnostic test","Detection method",NA,2,2
"2912","Brain tissue",NA,NA,"Tissue","Tissue type",NA,2,2
"2913","Other animal species",NA,NA,"Animal source",NA,NA,1,1
"2914","Astrovirus",NA,NA,"Pathogen","Pathogen",NA,2,1
"2915","Cheetah",NA,NA,"Common name",NA,NA,1,1
"2916","Lethargy",NA,NA,"Symptom","Symptom",NA,2,1
"2917","Anorexia",NA,NA,"Symptom","Symptom",NA,2,1
"2918","Watery diarrhea",NA,NA,"Symptom","Symptom",NA,2,1
"2919","Regurgitation",NA,NA,"Symptom","Symptom",NA,2,1
"2920","Culture",NA,NA,"Detection method","Detection method",NA,2,1
"2921","Bismuth subsalicylate tablets",NA,NA,"Treatment","Treatment",NA,2,1
"2922","Maximum likelihood analysis",NA,NA,"Method",NA,NA,1,1
"2923","Phylogenetic analysis",NA,NA,"Method","Analysis type",NA,2,2
"2924","RdRp",NA,NA,"Protein",NA,NA,1,1
"2925","Capsid protein",NA,NA,"Protein",NA,NA,1,1
"2926","RNA-dependent-RNA polymerase",NA,NA,"Protein",NA,NA,1,1
"2927","Partial RNA-dependent-RNA polymerase product",NA,NA,"Measurement",NA,NA,1,1
"2928","Partial capsid product",NA,NA,"Measurement",NA,NA,1,1
"2929","Consensus astroviral PCR",NA,NA,"Detection method","Detection method",NA,2,1
"2930","Hemagglutination inhibition (HI) tests",NA,NA,"Diagnostic test",NA,NA,1,1
"2931","Seals",NA,NA,"Host","Animal source",NA,2,2
"2932","Tissue",NA,NA,"Biological sample",NA,NA,1,1
"2933","endemic activity",NA,NA,"Property",NA,NA,1,1
"2934","Yellow fever",NA,NA,"Disease","Disease",NA,2,1
"2935","Brazil",NA,NA,"Location","Location","Location",3,1
"2936","2008-2009",NA,NA,"Time period","Time period",NA,2,1
"2937","Tree hole breeding mosquitoes",NA,NA,"Vector","Vector",NA,2,1
"2938","Nonhuman primates",NA,NA,"Host",NA,NA,1,1
"2939","Monkeys",NA,NA,"Common name",NA,NA,1,1
"2940","Apes",NA,NA,"Common name",NA,NA,1,1
"2941","Alouatta caraya",NA,NA,"Host","Host",NA,2,1
"2942","Alouatta guariba clamitans",NA,NA,"Host","Host",NA,2,1
"2943","Haemagogus leucocelaenus",NA,NA,"Vector","Vector",NA,2,1
"2944","State Secretariat of Health",NA,NA,"Organization","Organization","Organization",3,1
"2945","YFV",NA,NA,"Pathogen","Pathogen","Pathogen",3,1
"2946","Arboviral infections",NA,NA,"Disease",NA,NA,1,1
"2947","Monkey captures",NA,NA,"Process","Event",NA,2,2
"2948","Reporting of monkey casualties",NA,NA,"Process","Event",NA,2,2
"2949","Investigations",NA,NA,"Process","Event",NA,2,2
"2950","Samples",NA,NA,"Measurement",NA,NA,1,1
"2951","Standardized manner",NA,NA,"Process",NA,NA,1,1
"2952","October 2008",NA,NA,"Time period","Time point","Date",3,3
"2953","June 2009",NA,NA,"Time period","Time point","Date",3,3
"2954","50",NA,NA,"Number of individuals that died","Number of individuals",NA,2,2
"2955","nucleotide sequence",NA,NA,"Measurement","Measurement",NA,2,1
"2956","nucleoprotein gene",NA,NA,"Gene","Gene",NA,2,1
"2957","variable",NA,NA,"Property",NA,NA,1,1
"2958","geographical loci",NA,NA,"Location","Location","Location",3,1
"2959","hypothesis",NA,NA,"Concept",NA,"Concept",2,1
"2960","molecular epidemiology",NA,NA,"Field of study",NA,NA,1,1
"2961","Hepatitis B virus",NA,NA,"Pathogen",NA,NA,1,1
"2962","preS1 mAb",NA,NA,"Antibody",NA,"Antibody",2,1
"2963","DNA sequence",NA,NA,"Sequence",NA,"Measurement",2,2
"2964","nucleotide substitution",NA,NA,"Event",NA,"Mutation",2,2
"2965","amino acid substitution",NA,NA,"Event",NA,NA,1,1
"2966","HBV sequences",NA,NA,"Sequence",NA,NA,1,1
"2967","Phylogenetic comparison",NA,NA,"Method",NA,NA,1,1
"2968","Sequence data",NA,NA,"Data",NA,NA,1,1
"2969","RT-PCR products",NA,NA,"Data",NA,NA,1,1
"2970","Genotype five isolates",NA,NA,"Pathogen",NA,NA,1,1
"2971","99.5%",NA,NA,"Proportion",NA,"Proportion",2,1
"2972","bat",NA,NA,"Common name",NA,NA,1,1
"2973","lyssaviruses",NA,NA,"Pathogen",NA,NA,1,1
"2974","bat serum samples",NA,NA,"Sample",NA,"Sample",2,1
"2975","new putative lyssavirus genotypes",NA,NA,"Concept",NA,"Pathogen",2,2
"2976","P = 0.62",NA,NA,"Measurement",NA,"Statistical significance",2,2
"2977","P < 0.05",NA,NA,"Measurement",NA,"Statistical significance",2,2
"2978","envelope-linked immunosorbent assay",NA,NA,"Diagnostic test",NA,NA,1,1
"2979","older animals",NA,NA,"Age group",NA,NA,1,1
"2980","younger individuals",NA,NA,"Age group",NA,NA,1,1
"2981","extreme eastern part",NA,NA,"Location",NA,NA,1,1
"2982","study area",NA,NA,"Location",NA,NA,1,1
"2983","Viruses",NA,NA,"Pathogen","Pathogen type",NA,2,2
"2984","Viral epidemiology",NA,NA,"Field of study",NA,NA,1,1
"2985","Anthropogenic influence",NA,NA,"Influence",NA,NA,1,1
"2986","Natural reassortants",NA,NA,"Concept",NA,NA,1,1
"2987","iridovirus",NA,NA,"Pathogen","Pathogen","Pathogen",3,1
"2988","MCP",NA,NA,"Protein",NA,NA,1,1
"2989","DNA restriction fragments",NA,NA,"Measurement",NA,"Biological component",2,2
"2990","experimental infection studies",NA,NA,"Measurement","Method","Method",3,2
"2991","cultured pig frog",NA,NA,"Animal source",NA,NA,1,1
"2992","cottontail rabbit",NA,NA,"Common name",NA,NA,1,1
"2993","papillomavirus",NA,NA,"Disease",NA,NA,1,1
"2994","cutaneous lesions",NA,NA,"Symptom",NA,"Symptom",2,1
"2995","pedunculated",NA,NA,"Property",NA,NA,1,1
"2996","dark",NA,NA,"Property",NA,NA,1,1
"2997","cylindrical",NA,NA,"Property",NA,NA,1,1
"2998","virally induced papillomas",NA,NA,"Disease","Disease",NA,2,1
"2999","widespread infection",NA,NA,"Symptom",NA,NA,1,1
"3000","Dengue virus NS1 protein",NA,NA,"Pathogen component",NA,NA,1,1
"3001","Pacific coast",NA,NA,"Location","Location","Location",3,1
"3002","Dengue virus serotype 2",NA,NA,"Pathogen component",NA,NA,1,1
"3003","35",NA,NA,"Number of individuals examined",NA,"Number of individuals sampled",2,2
"3004","11",NA,NA,"Number of individuals examined","Number of species",NA,2,2
"3005","all",NA,NA,"Number of individuals examined",NA,NA,1,1
"3006","porcupine",NA,NA,"Common name",NA,NA,1,1
"3007","CTF",NA,NA,"Disease","Disease",NA,2,1
"3008","annual range",NA,NA,"Measurement",NA,NA,1,1
"3009","129-257",NA,NA,"Measurement","Range of virus infection rate","Range",3,3
"3010","West Nile virus",NA,NA,"Pathogen","Pathogen","Pathogen",3,1
"3011","Tifton",NA,NA,"Location","Location","Location",3,1
"3012","Ataxia",NA,NA,"Symptom","Symptom",NA,2,1
"3013","Tremors",NA,NA,"Symptom",NA,NA,1,1
"3014","Necropsy",NA,NA,"Procedure","Examination method","Process",3,3
"3015","Lymphoplasmacytic perivascular inflammation",NA,NA,"Pathology",NA,NA,1,1
"3016","Gliosis",NA,NA,"Pathology",NA,NA,1,1
"3017","Satellitosis",NA,NA,"Pathology",NA,NA,1,1
"3018","Hemorrhage",NA,NA,"Symptom",NA,NA,1,1
"3019","Congestion",NA,NA,"Symptom",NA,NA,1,1
"3020","Lymphoid depletion",NA,NA,"Pathology",NA,NA,1,1
"3021","Tonsil",NA,NA,"Tissue",NA,NA,1,1
"3022","Retropharyngeal lymph nodes",NA,NA,"Tissue",NA,NA,1,1
"3023","Reverse transcription-polymerase chain reaction test",NA,NA,"Diagnostic test",NA,NA,1,1
"3024","Fatal",NA,NA,"Symptom",NA,NA,1,1
"3025","Marble spleen disease",NA,NA,"Disease","Disease","Disease",3,1
"3026","reticuloendothelial cells",NA,NA,"Cell type",NA,NA,1,1
"3027","Avian bornavirus",NA,NA,"Pathogen","Pathogen",NA,2,1
"3028","Neurological disease",NA,NA,"Disease","Disease",NA,2,1
"3029","Avian bornavirus genotype 4",NA,NA,"Pathogen",NA,NA,1,1
"3030","Psittacine birds",NA,NA,"Host","Common name",NA,2,2
"3031","Pheasant",NA,NA,"Common name","Common name",NA,2,1
"3032","White-bellied caique",NA,NA,"Common name","Common name",NA,2,1
"3033","Aviary",NA,NA,"Environment","Environment",NA,2,1
"3034","Reverse-transcriptase polymerase chain reaction",NA,NA,"Detection method","Detection method",NA,2,1
"3035","Sequencing",NA,NA,"Detection method",NA,NA,1,1
"3036","Mild non-suppurative encephalitis",NA,NA,"Symptom","Symptom",NA,2,1
"3037","Degenerative encephalopathy",NA,NA,"Symptom","Symptom",NA,2,1
"3038","Lymphoplasmacytic myenteric ganglioneuritis",NA,NA,"Symptom","Symptom",NA,2,1
"3039","Chronic wasting",NA,NA,"Symptom","Symptom",NA,2,1
"3040","Weakness",NA,NA,"Symptom","Symptom",NA,2,1
"3041","One year old",NA,NA,"Age",NA,NA,1,1
"3042","Juvenile",NA,NA,"Age",NA,NA,1,1
"3043","Measles virus",NA,NA,"Pathogen",NA,"Pathogen",2,1
"3044","Measles",NA,NA,"Disease",NA,"Disease",2,1
"3045","Dermatitis",NA,NA,"Symptom",NA,NA,1,1
"3046","Histopathology",NA,NA,"Diagnostic test",NA,NA,1,1
"3047","In situ hybridization",NA,NA,"Diagnostic test",NA,NA,1,1
"3048","Cytomegalovirus",NA,NA,"Pathogen",NA,NA,1,1
"3049","Adenovirus",NA,NA,"Pathogen",NA,NA,1,1
"3050","Bacteria",NA,NA,"Pathogen","Pathogen type",NA,2,2
"3051","Gingivitis",NA,NA,"Disease",NA,NA,1,1
"3052","Esophagitis",NA,NA,"Disease",NA,NA,1,1
"3053","Lung",NA,NA,"Tissue",NA,NA,1,1
"3054","Stomach",NA,NA,"Tissue",NA,NA,1,1
"3055","Skin",NA,NA,"Tissue",NA,NA,1,1
"3056","Salivary gland",NA,NA,"Tissue",NA,NA,1,1
"3057","Spleen",NA,NA,"Tissue",NA,NA,1,1
"3058","Lymph nodes",NA,NA,"Tissue",NA,NA,1,1
"3059","Paramyxovirus",NA,NA,"Virus",NA,NA,1,1
"3060","Human visitors",NA,NA,"Animal source",NA,NA,1,1
"3061","Exhibit",NA,NA,"Location",NA,NA,1,1
"3062","Indoor caging",NA,NA,"Location",NA,NA,1,1
"3063","New outdoor exhibits",NA,NA,"Location",NA,NA,1,1
"3064","Four months",NA,NA,"Duration",NA,NA,1,1
"3065","Ten",NA,NA,"Number of individuals that died",NA,NA,1,1
"3066","Two",NA,NA,"Number of individuals that died",NA,NA,1,1
"3067","1971-1984",NA,NA,"Time period","Time period","Time period",3,1
"3068","epidemiology",NA,NA,"Field of study","Field of study","Field of study",3,1
"3069","Splenic necrosis",NA,NA,"Symptom",NA,NA,1,1
"3070","Pharyngeal ulceration",NA,NA,"Symptom",NA,NA,1,1
"3071","Gastrointestinal necrosis",NA,NA,"Symptom",NA,NA,1,1
"3072","Eosinophilic intranuclear viral inclusion bodies",NA,NA,"Symptom",NA,NA,1,1
"3073","Polymerase chain reaction",NA,NA,"Procedure",NA,NA,1,1
"3074","Herpesvirus-induced disease",NA,NA,"Disease",NA,NA,1,1
"3075","Sequence",NA,NA,"Measurement",NA,NA,1,1
"3076","2001",NA,NA,NA,"Year","Year",2,1
"3077","high antibody titers",NA,NA,NA,"Measurement",NA,1,1
"3078","zoonotic disease",NA,NA,NA,"Disease type","Disease",2,2
"3079","Serologic survey",NA,NA,NA,"Study type","Event",2,2
"3080","canine pathogens",NA,NA,NA,"Pathogen group",NA,1,1
"3081","Pacific harbor seals",NA,NA,NA,"Common name","Common name",2,1
"3082","Coastal California",NA,NA,NA,"Location",NA,1,1
"3083","Central California",NA,NA,NA,"Location",NA,1,1
"3084","Northern California",NA,NA,NA,"Location",NA,1,1
"3085","Bacterial omphalophlebitis",NA,NA,NA,"Disease",NA,1,1
"3086","Phocine adrenal cell lines",NA,NA,NA,"Cell lines",NA,1,1
"3087","Phocine kidney cell lines",NA,NA,NA,"Cell lines",NA,1,1
"3088","Rehabilitation",NA,NA,NA,"Event",NA,1,1
"3089","Birth weight",NA,NA,NA,"Measurement",NA,1,1
"3090","82.1% to 88.1%",NA,NA,NA,"Similarity value","Similarity value",2,1
"3091","16 of 17",NA,NA,NA,"measurement",NA,1,1
"3092","absence of flight reaction",NA,NA,NA,"Symptom","Symptom",2,1
"3093","Nephrolithiasis",NA,NA,NA,"Disease",NA,1,1
"3094","Nephroliths",NA,NA,NA,"Pathogen",NA,1,1
"3095","Renal pelvic dilation",NA,NA,NA,"Symptom",NA,1,1
"3096","Pyelonephritis",NA,NA,NA,"Disease",NA,1,1
"3097","Hydronephrosis",NA,NA,NA,"Disease",NA,1,1
"3098","Uric acid",NA,NA,NA,"Chemical compound",NA,1,1
"3099","Ammonium urate",NA,NA,NA,"Chemical compound",NA,1,1
"3100","Metabolic derangements",NA,NA,NA,"Disease",NA,1,1
"3101","Morphologic differences",NA,NA,NA,"Physiologic characteristic",NA,1,1
"3102","Physiologic differences",NA,NA,NA,"Physiologic characteristic",NA,1,1
"3103","human granulocytic ehrlichiosis (HGE) agent",NA,NA,NA,"Pathogen","Pathogen",2,1
"3104","nested polymerase chain reaction",NA,NA,NA,"Technique","Technique",2,1
"3105","16S rDNA fragments",NA,NA,NA,"Measurement","Measurement",2,1
"3106","inguenal lymph node",NA,NA,NA,"Tissue",NA,1,1
"3107","human ehrlichioses agents",NA,NA,NA,"Disease","Disease",2,1
"3108","pathogenic agents",NA,NA,NA,"Pathogen","Pathogen",2,1
"3109","wild species",NA,NA,NA,"Host","Host",2,1
"3110","aetiological agents",NA,NA,NA,"Pathogen","Pathogen",2,1
"3111","organs",NA,NA,NA,"Tissue",NA,1,1
"3112","bison",NA,NA,NA,"Common name",NA,1,1
"3113","decrease in productivity",NA,NA,NA,"Symptom",NA,1,1
"3114","Puma concolor",NA,NA,NA,"Host",NA,1,1
"3115","annual variation",NA,NA,NA,"Measurement","Event",2,2
"3116","Infectious disease",NA,NA,NA,"Disease",NA,1,1
"3117","Northwestern Hawaiian Islands",NA,NA,NA,"Location",NA,1,1
"3118","Morbilliviruses",NA,NA,NA,"Pathogen type",NA,1,1
"3119","Influenza A virus",NA,NA,NA,"Pathogen",NA,1,1
"3120","Canine adenovirus",NA,NA,NA,"Pathogen",NA,1,1
"3121","Caliciviruses",NA,NA,NA,"Pathogen type",NA,1,1
"3122","Enzyme-linked immunosorbent assay",NA,NA,NA,"Diagnostic tool","Test",2,2
"3123","Virus neutralization test",NA,NA,NA,"Diagnostic tool",NA,1,1
"3124","Microagglutination test",NA,NA,NA,"Diagnostic tool",NA,1,1
"3125","Card test",NA,NA,NA,"Diagnostic tool",NA,1,1
"3126","Complement fixation test",NA,NA,NA,"Diagnostic tool",NA,1,1
"3127","Morbidity",NA,NA,NA,"Symptom",NA,1,1
