"","entity","deepseek","gemma2","llama","llama70b","mistral","models_present","n_entity_types"
"2954","Body size",NA,NA,"Property",NA,NA,1,1
"2955","Behavioral ecology",NA,NA,"Property",NA,NA,1,1
"2956","Omnivores",NA,NA,"Terrestrial omnivores",NA,NA,1,1
"2957","Social groups",NA,NA,"Primate social groups",NA,NA,1,1
"2958","Individuals",NA,NA,"Primate",NA,NA,1,1
"2959","Females",NA,NA,"Lactating Female Primates","DemographicGroup",NA,2,2
"2960","Lactating females",NA,NA,"Female mammals in reproductive stage",NA,NA,1,1
"2961","Nonlactating females",NA,NA,"Female, Non-Lactating, Adult",NA,NA,1,1
"2962","Mesenteric vessels",NA,NA,"Tissue",NA,NA,1,1
"2963","stomach",NA,NA,"Tissue",NA,NA,1,1
"2964","epithelial cells",NA,NA,"Cell type",NA,NA,1,1
"2965","infiltration",NA,NA,"Immunological infiltration","Cell infiltration",NA,2,2
"2966","histopathologically",NA,NA,"Adverb of Method","Adverb",NA,2,2
"2967","first record",NA,NA,"Medical Record",NA,"Medical Record",2,1
"2968","pangolins",NA,NA,"Mammal",NA,"Animal",2,2
"2969","Non-human primates",NA,NA,"Host","Host",NA,2,1
"2970","Man",NA,NA,"Host",NA,NA,1,1
"2971","Hydroelectric plants",NA,NA,"Industrial facility",NA,NA,1,1
"2972","Red-howler monkey",NA,NA,"Primate species",NA,NA,1,1
"2973","Bearded-saki",NA,NA,"Primate",NA,NA,1,1
"2974","Spider-monkey",NA,NA,"Primate",NA,NA,1,1
"2975","Squirrel-monkey",NA,NA,"Primate",NA,NA,1,1
"2976","Black-faced-spider-monkey",NA,NA,"Primate, Ateles paniscus chamek",NA,NA,1,1
"2977","Seven species",NA,NA,"Non-human primate species",NA,NA,1,1
"2978","Eight species",NA,NA,"Biological taxon",NA,NA,1,1
"2979","21%",NA,NA,"Percentage","Percentage","Percentage",3,1
"2980","Ticks",NA,NA,"Arachnids",NA,NA,1,1
"2981","Skeletal muscle",NA,NA,"Muscle tissue",NA,NA,1,1
"2982","Cardiac muscle",NA,NA,"Cardiac muscle cell type",NA,NA,1,1
"2983","Canine hepatozoonosis",NA,NA,"Disease",NA,NA,1,1
"2984","Leishmania (Viannia) shawi",NA,NA,"Species",NA,NA,1,1
"2985","phlebotomine sandfly",NA,NA,"Insect",NA,"Arthropod",2,2
"2986","biology",NA,NA,"Biological discipline",NA,NA,1,1
"2987","biochemistry",NA,NA,"molecular biology discipline",NA,NA,1,1
"2988","vacuole",NA,NA,"phagosome-like vacuole",NA,NA,1,1
"2989","nodule",NA,NA,"Parasite developmental structure",NA,NA,1,1
"2990","lesions",NA,NA,"Parasitic lesions",NA,"Dermatological Condition",2,2
"2991","organ",NA,NA,"anatomical organ",NA,NA,1,1
"2992","percentage",NA,NA,"Numerical value",NA,NA,1,1
"2993","microscopy",NA,NA,"Electron Microscopy",NA,NA,1,1
"2994","Vulpes vulpes",NA,NA,"Species","Species",NA,2,1
"2995","mice",NA,NA,"Laboratory animal","Laboratory Animal",NA,2,2
"2996","T. gondii antibodies",NA,NA,"Antibody","Antibody",NA,2,1
"2997","antibody titers",NA,NA,"Laboratory Test Result",NA,"Biological Assay",2,2
"2998","Muscles",NA,NA,"Muscle tissue",NA,NA,1,1
"2999","Sarcocysts",NA,NA,"Biological Pathogen",NA,NA,1,1
"3000","Ultrastructure",NA,NA,"Property",NA,NA,1,1
"3001","Microtubules",NA,NA,"Property",NA,NA,1,1
"3002","Finger-like protrusions",NA,NA,"Property",NA,NA,1,1
"3003","Cyst wall",NA,NA,"Property",NA,NA,1,1
"3004","Minute undulations",NA,NA,"Property",NA,NA,1,1
"3005","Thick cyst wall",NA,NA,"Property",NA,NA,1,1
"3006","First published report",NA,NA,"Scientific publication",NA,NA,1,1
"3007","This study",NA,NA,"Biomedical Research Study",NA,NA,1,1
"3008","Distemper virus",NA,NA,"Viral pathogen",NA,NA,1,1
"3009","Immunohistochemical staining",NA,NA,"Diagnostic technique",NA,NA,1,1
"3010","Hells Canyon",NA,NA,"Geographic Location","Geographic Location","Geographical Location",3,2
"3011","Pneumonic pasteurellosis",NA,NA,"Bacterial disease",NA,NA,1,1
"3012","Encephalitis",NA,NA,"Toxoplasmic Encephalitis",NA,NA,1,1
"3013","Multifocal necrotizing and nonsuppurative encephalitis",NA,NA,"Necrotizing Encephalitis",NA,NA,1,1
"3014","Intralesional protozoa",NA,NA,"Protozoan parasite",NA,NA,1,1
"3015","Endemic Pasteurella-associated pneumonia and mortality",NA,NA,"Disease",NA,NA,1,1
"3016","western lowland gorillas",NA,NA,"Mammal",NA,"Animal Species",2,2
"3017","northern Republic of Congo",NA,NA,"Country","AdministrativeRegion",NA,2,2
"3018","parasitism",NA,NA,"Biological process",NA,NA,1,1
"3019","African apes",NA,NA,"Primate","Host","Animal",3,3
"3020","wildlife infections",NA,NA,"Zoonotic disease",NA,NA,1,1
"3021","Isocitrate dehydrogenase",NA,NA,"Enzyme","Measurement",NA,2,2
"3022","Phosphoglucomutase",NA,NA,"Enzyme","Measurement",NA,2,2
"3023","Starch gel electrophoresis",NA,NA,"Technique","Technique",NA,2,1
"3024","Cluster analysis",NA,NA,"Technique","Technique",NA,2,1
"3025","Pulsed-field gradient gel electrophoresis (PFGE)",NA,NA,"Technique","Technique",NA,2,1
"3026","Chromosomes",NA,NA,"Eukaryotic chromosomes","Eukaryotic chromosomes",NA,2,1
"3027","18",NA,NA,"Number",NA,"Number",2,1
"3028","malaria",NA,NA,"Disease","Disease",NA,2,1
"3029","behaviour",NA,NA,"Behavioral trait",NA,"Biological Behavior",2,2
"3030","primate biology",NA,NA,"Biological Science Discipline",NA,NA,1,1
"3031","malaria-related FY gene",NA,NA,"Gene",NA,NA,1,1
"3032","n=1018",NA,NA,"Sample size",NA,NA,1,1
"3033","adults",NA,NA,"Host","African wild dogs",NA,2,2
"3034","pathogen transmission",NA,NA,"viral transmission","Biological Process",NA,2,2
"3035","large metapopulations",NA,NA,"Host","Biological Population",NA,2,2
"3036","episodic generalist pathogen invasion",NA,NA,"Bacterial or viral disease outbreak",NA,NA,1,1
"3037","hantavirus",NA,NA,"Viral pathogen","Virus",NA,2,2
"3038","immunodominant",NA,NA,"Property",NA,NA,1,1
"3039","conserved",NA,NA,"Property",NA,NA,1,1
"3040","23%",NA,NA,"Percentage",NA,NA,1,1
"3041","99%",NA,NA,"Percentage","Percentage",NA,2,1
"3042","Nodavirus",NA,NA,"Viral pathogen",NA,NA,1,1
"3043","Capsid protein gene",NA,NA,"Viral gene",NA,NA,1,1
"3044","Reverse-transcriptase polymerase chain reaction (RT-PCR)",NA,NA,"Molecular biology technique",NA,NA,1,1
"3045","Striped jack nervous necrosis virus (SJNNV)",NA,NA,"Viral pathogen",NA,NA,1,1
"3046","Barfin flounder nervous necrosis virus (BFNNV)",NA,NA,"Virus",NA,NA,1,1
"3047","Barfin founder",NA,NA,"Host",NA,NA,1,1
"3048","Viral encephalopathy and retinopathy (VER)",NA,NA,"Viral disease",NA,NA,1,1
"3049","-non-encoding region",NA,NA,"Genomic region","Gene region",NA,2,2
"3050","Primer set",NA,NA,"Molecular biology tool",NA,NA,1,1
"3051","Plasmid",NA,NA,"Molecular biology vector",NA,NA,1,1
"3052","In vitro transcribed viral RNA",NA,NA,"Viral RNA",NA,NA,1,1
"3053","Nucleotide sequence",NA,NA,"Genomic sequence",NA,NA,1,1
"3054","Accession no. AJ245641",NA,NA,"GenBank accession number",NA,NA,1,1
"3055","Detection limit of PCR",NA,NA,"Biological assay parameter",NA,NA,1,1
"3056","Detection limit of RT-PCR",NA,NA,"Biological assay parameter",NA,NA,1,1
"3057","Immunofluorescence assays",NA,NA,"Diagnostic test",NA,NA,1,1
"3058","Brain tissue",NA,NA,"Central Nervous System Tissue",NA,NA,1,1
"3059","Other animal species",NA,NA,"Mammal",NA,NA,1,1
"3060","Cheetah",NA,NA,"Mammal",NA,NA,1,1
"3061","Lethargy",NA,NA,"Clinical sign",NA,NA,1,1
"3062","Watery diarrhea",NA,NA,"Gastrointestinal symptom",NA,NA,1,1
"3063","Regurgitation",NA,NA,"Gastrointestinal symptom",NA,NA,1,1
"3064","Culture",NA,NA,"Microbiological Culture",NA,NA,1,1
"3065","Bismuth subsalicylate tablets",NA,NA,"Medication",NA,NA,1,1
"3066","Bayesian analysis",NA,NA,"Statistical method",NA,NA,1,1
"3067","Maximum likelihood analysis",NA,NA,"Statistical method",NA,NA,1,1
"3068","Capsid protein",NA,NA,"Viral structural protein",NA,NA,1,1
"3069","RNA-dependent-RNA polymerase",NA,NA,"Enzyme",NA,NA,1,1
"3070","Phylogenetic analysis",NA,NA,"Molecular biology technique",NA,NA,1,1
"3071","Consensus astroviral PCR",NA,NA,"Molecular diagnostic technique",NA,NA,1,1
"3072","Partial RNA-dependent-RNA polymerase product",NA,NA,"Mamastrovirus RNA-dependent-RNA polymerase product",NA,NA,1,1
"3073","Partial capsid product",NA,NA,"Astroviral capsid protein",NA,NA,1,1
"3074","Seals",NA,NA,"Kuril harbor seal",NA,NA,1,1
"3075","Tissue",NA,NA,"Biological sample","Sample type",NA,2,2
"3076","arboviral infections",NA,NA,"Arboviral disease","Disease or Syndrome",NA,2,2
"3077","arboviruses",NA,NA,"Viral pathogens",NA,NA,1,1
"3078","Brazil",NA,NA,"Country",NA,"Geopolitical Entity",2,2
"3079","Tree hole breeding mosquitoes",NA,NA,"Mosquito species",NA,NA,1,1
"3080","Nonhuman primates",NA,NA,"Host",NA,NA,1,1
"3081","Apes",NA,NA,"Nonhuman Primates",NA,NA,1,1
"3082","Neotropical monkeys",NA,NA,"Primate","Host",NA,2,2
"3083","Alouatta guariba clamitans",NA,NA,"Host",NA,"Species",2,2
"3084","Arboviral infections",NA,NA,"Disease",NA,NA,1,1
"3085","Monkey captures",NA,NA,"Process",NA,NA,1,1
"3086","Reporting of monkey casualties",NA,NA,"Process",NA,NA,1,1
"3087","Investigations",NA,NA,"Process",NA,NA,1,1
"3088","Samples",NA,NA,"Biological Specimens",NA,NA,1,1
"3089","Standardized manner",NA,NA,"Process",NA,NA,1,1
"3090","bat-eared fox",NA,NA,"Mammal",NA,NA,1,1
"3091","variable G-L intergenic region",NA,NA,"Genomic region","Genomic Region",NA,2,2
"3092","Hepatitis B virus",NA,NA,"Viral pathogen",NA,"Virus",2,2
"3093","monoclonal anti-preS2 antibody",NA,NA,"Antibody","Antibody","Antibody",3,1
"3094","preS gene",NA,NA,"HBV gene",NA,NA,1,1
"3095","nucleotide substitution",NA,NA,"Point mutation","Point mutation","Genetic Mutation",3,2
"3096","amino acid substitution",NA,NA,"genetic mutation",NA,NA,1,1
"3097","Denmark",NA,NA,"Country","Location/Country","Country",3,2
"3098","Phylogenetic comparison",NA,NA,"Molecular phylogenetic analysis",NA,NA,1,1
"3099","sequence data",NA,NA,"Nucleic acid sequence data","Genomic sequence data","Measurement",3,3
"3100","first-round RT-PCR products",NA,NA,"Biological Sample","Sample","Measurement",3,3
"3101","previous isolate",NA,NA,"EBLV-1 isolate","Sample",NA,2,2
"3102","bat",NA,NA,"Mammal",NA,NA,1,1
"3103","lyssaviruses",NA,NA,"Viral pathogens",NA,NA,1,1
"3104","bat serum samples",NA,NA,"Biological Sample",NA,"Biological Sample",2,1
"3105","lyssavirus infection",NA,NA,"Viral infectious disease",NA,NA,1,1
"3106","capture",NA,NA,"Process",NA,NA,1,1
"3107","release",NA,NA,"Process",NA,NA,1,1
"3108","detectable neutralizing antibodies",NA,NA,"Property",NA,NA,1,1
"3109","naturally occurring viruses",NA,NA,"Property",NA,"Biological Entity",2,2
"3110","P. lylei",NA,NA,"Species",NA,NA,1,1
"3111","E. spelaea",NA,NA,"Species",NA,NA,1,1
"3112","Aujeszky's disease",NA,NA,"Disease","Disease","Disease",3,1
"3113","seropositive swine",NA,NA,"Host",NA,"Animal",2,2
"3114","extreme eastern part",NA,NA,"Geographic Region","GeographicRegion",NA,2,2
"3115","study area",NA,NA,"Geographic Region",NA,NA,1,1
"3116","Wild fish",NA,NA,"Host",NA,NA,1,1
"3117","Viruses",NA,NA,"Viral pathogens",NA,NA,1,1
"3118","River mouth",NA,NA,"Hydrological feature",NA,NA,1,1
"3119","Oceanographic campaigns",NA,NA,"Scientific research expedition","Research expedition",NA,2,2
"3120","Surveillance",NA,NA,"Process",NA,NA,1,1
"3121","Epidemiological study",NA,NA,"Process",NA,NA,1,1
"3122","Viral epidemiological study",NA,NA,"Process",NA,NA,1,1
"3123","Sampling",NA,NA,"Process",NA,NA,1,1
"3124","Isolation",NA,NA,"Process",NA,NA,1,1
"3125","Percentage",NA,NA,"Viral prevalence",NA,NA,1,1
"3126","Anthropogenic influence",NA,NA,"Environmental pollution","Environmental factor",NA,2,2
"3127","Natural reassortants",NA,NA,"Viral recombinant","Virus",NA,2,2
"3128","MCP",NA,NA,"Viral capsid protein",NA,NA,1,1
"3129","cultured pig frog",NA,NA,"Cultured Organism",NA,NA,1,1
"3130","ultrastructural studies",NA,NA,"Method",NA,NA,1,1
"3131","morphological studies",NA,NA,"Method",NA,NA,1,1
"3132","experimental infection studies",NA,NA,"Method",NA,"Method",2,1
"3133","histopathology",NA,NA,"Method",NA,NA,1,1
"3134","DNA restriction fragments",NA,NA,"Method","Method","Method",3,1
"3135","PCR amplification",NA,NA,"Method","Method","Method",3,1
"3136","major capsid protein",NA,NA,"viral structural protein",NA,NA,1,1
"3137","cottontail rabbit",NA,NA,"Sylvilagus audubonii","Species",NA,2,2
"3138","papillomavirus",NA,NA,"Cottontail rabbit papillomavirus",NA,NA,1,1
"3139","pedunculated",NA,NA,"Property",NA,NA,1,1
"3140","dark",NA,NA,"Property",NA,NA,1,1
"3141","cylindrical",NA,NA,"Property",NA,NA,1,1
"3142","widespread",NA,NA,"Property",NA,NA,1,1
"3143","Dengue virus NS1 protein",NA,NA,"Antigen",NA,NA,1,1
"3144","Rainy season",NA,NA,"Environmental phenomenon","SeasonalPeriod",NA,2,2
"3145","Antibody",NA,NA,"Antigen","Measurement",NA,2,2
"3146","porcupine",NA,NA,"Mammal",NA,NA,1,1
"3147","CTF",NA,NA,"Disease",NA,NA,1,1
"3148","annual range",NA,NA,"statistical range",NA,NA,1,1
"3149","129-257",NA,NA,"Study ID",NA,"Year",2,2
"3150","Ataxia",NA,NA,"Clinical sign","Neurological disorder",NA,2,2
"3151","Tremors",NA,NA,"Neurological symptom",NA,NA,1,1
"3152","Necropsy",NA,NA,"Autopsy","Medical Examination","Process",3,3
"3153","Lymphoplasmacytic perivascular inflammation",NA,NA,"Lymphoplasmacytic perivascular inflammation (Pathological process)",NA,NA,1,1
"3154","Gliosis",NA,NA,"Astrocytic reaction",NA,NA,1,1
"3155","Satellitosis",NA,NA,"Pathological entity",NA,NA,1,1
"3156","Hemorrhage",NA,NA,"Intra-lymphatic hemorrhage",NA,NA,1,1
"3157","Congestion",NA,NA,"Lymphatic congestion",NA,NA,1,1
"3158","Lymphoid depletion",NA,NA,"Lymphocyte reduction",NA,NA,1,1
"3159","Tonsil",NA,NA,"Lymphoid Organ",NA,NA,1,1
"3160","Retropharyngeal lymph nodes",NA,NA,"Lymph node",NA,NA,1,1
"3161","Reverse transcription-polymerase chain reaction test",NA,NA,"Molecular diagnostic test",NA,NA,1,1
"3162","Fatal",NA,NA,"Clinical Outcome",NA,NA,1,1
"3163","First report",NA,NA,"Medical report",NA,NA,1,1
"3164","Marble spleen disease",NA,NA,"Disease","Disease","Disease",3,1
"3165","Ring-necked pheasants",NA,NA,"Bird species",NA,NA,1,1
"3166","Type II avian adenovirus",NA,NA,"Avian Adenovirus",NA,NA,1,1
"3167","Hemorrhagic enteritis virus",NA,NA,"Avian adenovirus type II",NA,NA,1,1
"3168","Splenomegaly virus",NA,NA,"Avian adenovirus",NA,NA,1,1
"3169","Reticuloendothelial cells",NA,NA,"Macrophages",NA,NA,1,1
"3170","Lymphoid cells",NA,NA,"T-lymphocytes",NA,NA,1,1
"3171","Pulmonary edema",NA,NA,"Pulmonary disease",NA,NA,1,1
"3172","Splenomegaly",NA,NA,"Disease",NA,NA,1,1
"3173","Morbidity",NA,NA,"Disease complication",NA,NA,1,1
"3174","Agar gel precipitin test",NA,NA,"Diagnostic test",NA,NA,1,1
"3175","Oral vaccination",NA,NA,"Vaccine administration method",NA,NA,1,1
"3176","Avirulent strains of MSD virus",NA,NA,"Viral Strain",NA,NA,1,1
"3177","Epizootic",NA,NA,"Disease Outbreak","Disease Outbreak",NA,2,1
"3178","Supportive care",NA,NA,"Medical Therapy",NA,NA,1,1
"3179","Strict sanitation",NA,NA,"Infection control measure",NA,NA,1,1
"3180","Good management practices",NA,NA,"Veterinary practice",NA,NA,1,1
"3181","Avian bornavirus",NA,NA,"Virus","causes",NA,2,2
"3182","Neurological disease",NA,NA,"Neurodegenerative disorder","Disease",NA,2,2
"3183","One-year-old male",NA,NA,"Himalayan monal",NA,NA,1,1
"3184","Chronic wasting",NA,NA,"Disease","Disease",NA,2,1
"3185","Weakness",NA,NA,"Clinical Symptom","Sign or Symptom",NA,2,2
"3186","Mild non-suppurative encephalitis",NA,NA,"Encephalitis","Disease",NA,2,2
"3187","Degenerative encephalopathy",NA,NA,"Neurodegenerative disorder","Disease",NA,2,2
"3188","Lymphoplasmacytic myenteric ganglioneuritis",NA,NA,"Gastrointestinal inflammatory disease","Disease",NA,2,2
"3189","Proventriculus",NA,NA,"Gastrointestinal organ","Tissue",NA,2,2
"3190","Sciatic nerves",NA,NA,"Peripheral nerve","Tissue",NA,2,2
"3191","Wallierian degeneration",NA,NA,"Neurological disorder",NA,NA,1,1
"3192","Psittacine birds",NA,NA,"Host","Host",NA,2,1
"3193","Pheasant",NA,NA,"Host","Bird species",NA,2,2
"3194","Juvenile white-bellied caique",NA,NA,"Host",NA,NA,1,1
"3195","Aviary",NA,NA,"Aviary enclosure","Zoo",NA,2,2
"3196","Measles virus",NA,NA,"Viral pathogen","Virus","Virus",3,2
"3197","Measles",NA,NA,"Disease","Disease","Disease",3,1
"3198","Dermatitis",NA,NA,"Skin Disease","Disease",NA,2,2
"3199","Histopathology",NA,NA,"Diagnostic test",NA,NA,1,1
"3200","In situ hybridization",NA,NA,"Diagnostic test",NA,NA,1,1
"3201","Lung",NA,NA,"Tissue","Tissue",NA,2,1
"3202","Stomach",NA,NA,"Tissue","Tissue",NA,2,1
"3203","Skin",NA,NA,"Tissue","Tissue",NA,2,1
"3204","Salivary gland",NA,NA,"Tissue","Tissue",NA,2,1
"3205","Spleen",NA,NA,"Tissue","Tissue",NA,2,1
"3206","Lymph nodes",NA,NA,"Tissue","Tissue",NA,2,1
"3207","Cytomegalovirus",NA,NA,"Virus","Virus",NA,2,1
"3208","Adenovirus",NA,NA,"Virus","Virus",NA,2,1
"3209","Bacteria",NA,NA,"None","None",NA,2,1
"3210","Gingivitis",NA,NA,"Disease","Disease",NA,2,1
"3211","Esophagitis",NA,NA,"Disease","Disease",NA,2,1
"3212","Human visitors",NA,NA,"Patient/Infectious disease carrier","Population",NA,2,2
"3213","Exhibit",NA,NA,"Zoo exhibit",NA,NA,1,1
"3214","Indoor caging",NA,NA,"Animal enclosure","Facility",NA,2,2
"3215","New outdoor exhibits",NA,NA,"Zoo enclosure","Enclosure",NA,2,2
"3216","Four months",NA,NA,"Duration",NA,NA,1,1
"3217","Temporary caging",NA,NA,"Animal Housing",NA,NA,1,1
"3218","epidemiology",NA,NA,"Medical Epidemiology",NA,NA,1,1
"3219","rabies endemic areas",NA,NA,"Geographic Region",NA,NA,1,1
"3220","great horned owl",NA,NA,"Bird species",NA,"Animal",2,2
"3221","Splenic necrosis",NA,NA,"Organ-specific necrosis",NA,NA,1,1
"3222","Pharyngeal ulceration",NA,NA,"Gastrointestinal ulceration",NA,NA,1,1
"3223","Gastrointestinal necrosis",NA,NA,"Gastrointestinal tract necrosis","Disease",NA,2,2
"3224","Eosinophilic intranuclear viral inclusion bodies",NA,NA,"Viral inclusion body","Viral inclusion body",NA,2,1
"3225","Polymerase chain reaction",NA,NA,"Molecular biology technique","Laboratory technique",NA,2,2
"3226","Herpesvirus-induced disease",NA,NA,"Herpesvirus infection",NA,NA,1,1
"3227","serovars",NA,NA,NA,"Bacterial serotype",NA,1,1
"3228","negative",NA,NA,NA,"TestResult",NA,1,1
"3229","rabies virus",NA,NA,NA,"Virus","virus",2,2
"3230","CPV-2",NA,NA,NA,"Canine parvovirus type 2",NA,1,1
"3231","circulating antibodies",NA,NA,NA,"Measurement",NA,1,1
"3232","significantly differences",NA,NA,NA,"StatisticalResult",NA,1,1
"3233","three side-striped jackals",NA,NA,NA,"Species",NA,1,1
"3234","antibodies to CPV-2",NA,NA,NA,"Measurement","Biological Molecules",2,2
"3235","antibodies to CDV",NA,NA,NA,"Measurement","Biological Molecules",2,2
"3236","E. canis",NA,NA,NA,"causes",NA,1,1
"3237","Adrenal necrosis",NA,NA,NA,"Disease",NA,1,1
"3238","Central California",NA,NA,NA,"Region",NA,1,1
"3239","Coastal California",NA,NA,NA,"Geographic Region",NA,1,1
"3240","Rehabilitation",NA,NA,NA,"None (Out of context)",NA,1,1
"3241","Live stranding",NA,NA,NA,"Event",NA,1,1
"3242","Bacterial omphalophlebitis",NA,NA,NA,"Disease",NA,1,1
"3243","Phocine adrenal cell line",NA,NA,NA,"Cell line",NA,1,1
"3244","Phocine kidney cell line",NA,NA,NA,"Cell line",NA,1,1
"3245","Intranuclear hexagonal to round viral particles",NA,NA,NA,"Virus",NA,1,1
"3246","Cytoplasmic enveloped virions",NA,NA,NA,"Virus",NA,1,1
"3247","Antibody prevalence",NA,NA,NA,"Measurement",NA,1,1
"3248","17",NA,NA,NA,"Count","Number",2,2
"3249","16 of 17",NA,NA,NA,"Ratio",NA,1,1
"3250","kidney ""cloissone""",NA,NA,NA,"Anatomical structure lesion",NA,1,1
"3251","high-mortality disease",NA,NA,NA,"Infectious disease","Disease",2,2
"3252","Nephrolithiasis",NA,NA,NA,"Disease",NA,1,1
"3253","Nephroliths",NA,NA,NA,"Kidney Stone",NA,1,1
"3254","Uric acid",NA,NA,NA,"Organic compound",NA,1,1
"3255","Ammonium urate",NA,NA,NA,"Mineral",NA,1,1
"3256","Renal pelvic dilation",NA,NA,NA,"Disease",NA,1,1
"3257","Pyelonephritis",NA,NA,NA,"Disease",NA,1,1
"3258","Hydronephrosis",NA,NA,NA,"Disease",NA,1,1
"3259","Metabolic derangements",NA,NA,NA,"Disease",NA,1,1
"3260","Morphologic differences",NA,NA,NA,"Pathological feature",NA,1,1
"3261","Physiologic differences",NA,NA,NA,"Biological attribute",NA,1,1
"3262","Odocoileus virginianus",NA,NA,NA,"Species",NA,1,1
"3263","inguenal lymph node",NA,NA,NA,"Anatomical Structure",NA,1,1
"3264","human granulocytic ehrlichiosis",NA,NA,NA,"Disease","Disease",2,1
"3265","1/5",NA,NA,NA,"Ratio",NA,1,1
"3266","3/5",NA,NA,NA,"Ratio",NA,1,1
"3267","5/5",NA,NA,NA,"Ehrlichia strain identifier",NA,1,1
"3268","pathogenic agents",NA,NA,NA,"Organism","Microorganisms",2,2
"3269","free-living wild species",NA,NA,NA,"Host",NA,1,1
"3270","eight species of wildlife",NA,NA,NA,"Host",NA,1,1
"3271","northern",NA,NA,NA,"Property",NA,1,1
"3272","widespread dissemination",NA,NA,NA,"Pathological Process","Pathological process",2,2
"3273","bison",NA,NA,NA,"Organism Species",NA,1,1
"3274","100%",NA,NA,NA,"Percentage","Percentage",2,1
"3275","decrease in productivity",NA,NA,NA,"Phenotypic abnormality","Symptom",2,2
"3276","0% to 100%",NA,NA,NA,"Percentage",NA,1,1
"3277","Infectious disease",NA,NA,NA,"Disease",NA,1,1
"3278","complement fixation test",NA,NA,NA,"Laboratory Test",NA,1,1
"3279","GA1IUR",NA,NA,NA,"Primer",NA,1,1
"3280","deer Ehrlichia sp.-like organism",NA,NA,NA,"Bacterium",NA,1,1
"3281","P < 0.001",NA,NA,NA,"P-value",NA,1,1
"3282","62",NA,NA,NA,"Number of organisms","Number of deer",2,2
"3283","area",NA,NA,NA,"GeographicArea","Geographical Area",2,2
"3284","region",NA,NA,NA,"GeographicRegion",NA,1,1
"3285","outbreaks",NA,NA,NA,"Disease Outbreak","Event",2,2
"3286","results",NA,NA,NA,"StudyResult","Study Findings",2,2
"3287","black-tailed jackrabbits",NA,NA,NA,"Mammal","Mammal",2,1
"3288","spirochetemias",NA,NA,NA,"Disease","Bacterial infection",2,2
"3289","strain",NA,NA,NA,"Bacterial strain","Bacterial strain",2,1
"3290","eggs",NA,NA,NA,"Tick eggs","Schistosomiasis mansoni eggs",2,2
"3291","progeny",NA,NA,NA,"NOUN","Biological offspring",2,2
"3292","Borrelia-specific monoclonal antibody",NA,NA,NA,"Antibody","Biological reagent",2,2
"3293","geographical overlap",NA,NA,NA,"Spatial Coincidence",NA,1,1
"3294","borreliae",NA,NA,NA,"Bacteria",NA,1,1
"3295","serologic tests",NA,NA,NA,"DiagnosticTest","Method",2,2
"3296","spiroschetal serosurveys",NA,NA,NA,"Medical Test",NA,1,1
"3297","Badger",NA,NA,NA,"Species",NA,1,1
"3298","Clinical samples",NA,NA,NA,"Measurement",NA,1,1
"3299","Bacilli",NA,NA,NA,"Bacteria",NA,1,1
"3300","Individual",NA,NA,NA,"Human",NA,1,1
"3301","Stable social structure",NA,NA,NA,"Property",NA,1,1
"3302","High-density badger population",NA,NA,NA,"Biological Population",NA,1,1
"3303","Rickettsiales",NA,NA,NA,"Order",NA,1,1
"3304","Ehrlichieae",NA,NA,NA,"Biological family",NA,1,1
"3305","Zimmermann",NA,NA,NA,"Author",NA,1,1
"3306","Anderson",NA,NA,NA,"Author",NA,1,1
"3307","Dawson",NA,NA,NA,"Author",NA,1,1
"3308","Wilson",NA,NA,NA,"Author",NA,1,1
"3309","1:128",NA,NA,NA,"Titer",NA,1,1
"3310","Africa",NA,NA,NA,"Continent",NA,1,1
"3311","spa-type",NA,NA,NA,"MolecularBiologyEntity.StaphylococcalProteinAType",NA,1,1
"3312","risk of contact with human pathogens",NA,NA,NA,"Health Risk","Health Hazard",2,2
"3313","Leptospira fainei",NA,NA,NA,"Bacterium","Bacterial species",2,2
"3314","Leptospira inadai",NA,NA,NA,"Bacterium","Bacterial species",2,2
"3315","Leptospira interrogans",NA,NA,NA,"Bacterium species","Bacterium",2,2
"3316","Leptospira kirschneri",NA,NA,NA,"Bacterium species","Bacterial species",2,2
"3317","Urban",NA,NA,NA,"Method",NA,1,1
"3318","Peri-urban",NA,NA,NA,"Method",NA,1,1
"3319","Rural",NA,NA,NA,"Method",NA,1,1
"3320","Pulsed-field gel electrophoresis",NA,NA,NA,"Method",NA,1,1
"3321","Louisiana",NA,NA,NA,"AdministrativeRegion",NA,1,1
"3322","North Carolina",NA,NA,NA,"AdministrativeRegion",NA,1,1
"3323","Texas",NA,NA,NA,"AdministrativeRegion",NA,1,1
"3324","Southeastern United States",NA,NA,NA,"Geographic Region",NA,1,1
"3325","> or = 1:128",NA,NA,NA,"Titer",NA,1,1
"3326","Latitude",NA,NA,NA,"Measurement",NA,1,1
"3327","Elevation",NA,NA,NA,"Measurement",NA,1,1
"3328","Climatic conditions",NA,NA,NA,"Environmental factor",NA,1,1
"3329","Natural history",NA,NA,NA,"Disease_process",NA,1,1
"3330","coast",NA,NA,NA,"GeographicLocation",NA,1,1
"3331","stranded",NA,NA,NA,"Animal_State",NA,1,1
"3332","Tissue samples",NA,NA,NA,"BiologicalSample",NA,1,1
"3333","Acid-fast rods",NA,NA,NA,"Microorganism",NA,1,1
"3334","Mycobacteria",NA,NA,NA,"Bacterium",NA,1,1
"3335","1 week",NA,NA,NA,"TimePeriod",NA,1,1
"3336","marine animals",NA,NA,NA,"Host",NA,1,1
