"","entity","deepseek","gemma2","llama","llama70b","mistral","models_present","n_entity_types"
"2753","Immune function",NA,NA,"Biological process",NA,NA,1,1
"2754","Free-ranging primates",NA,NA,"Primate population",NA,NA,1,1
"2755","adult ram",NA,NA,"Ovis aries",NA,NA,1,1
"2756","yearling ewe",NA,NA,"Ovis aries (sheep) - juvenile female",NA,NA,1,1
"2757","carotid and iliac arteries",NA,NA,"Tissue",NA,NA,1,1
"2758","brain",NA,NA,"Tissue",NA,NA,1,1
"2759","Setaria Viborg",NA,NA,"Species",NA,NA,1,1
"2760","1933",NA,NA,"Year","Year","Year",3,1
"2761","1959",NA,NA,"Year","Publication Year","Year",3,2
"2762","north",NA,NA,"Geographic Region","GeographicDirection","GeographicalDirection",3,3
"2763","anterior region",NA,NA,"Anatomical structure/Body part","BodyRegion",NA,2,2
"2764","posterior region",NA,NA,"Anatomical location","Anatomical Structure",NA,2,2
"2765","female worms",NA,NA,"Helminth","Caenorhabditis elegans hermaphrodite","Organism",3,3
"2766","1782",NA,NA,"Year of publication",NA,NA,1,1
"2767","1929",NA,NA,"Year of publication",NA,NA,1,1
"2768","Molina",NA,NA,"Scientific name",NA,NA,1,1
"2769","Faust",NA,NA,"Scientific name",NA,NA,1,1
"2770","Campbell",NA,NA,"Scientific name",NA,NA,1,1
"2771","Kellog",NA,NA,"Scientific name",NA,NA,1,1
"2772","serow",NA,NA,"Mammal",NA,NA,1,1
"2773","Japan",NA,NA,"Country",NA,"Geopolitical Entity",2,2
"2774","Eimeriad coccidians",NA,NA,"Eimeria species",NA,NA,1,1
"2775","new species",NA,NA,"Biological Taxon",NA,"Taxonomic species",2,2
"2776","20.7 x 16.8 microm",NA,NA,"Measurement",NA,"Size",2,2
"2777","18-23 x 14-19 microm",NA,NA,"Measurement",NA,"Size range",2,2
"2778","1.1-1.4",NA,NA,"Range of Eimeria species",NA,"Range",2,2
"2779","10.5 x 5.9 microm",NA,NA,"Measurement",NA,"Size",2,2
"2780","9-13 x 5-7 microm",NA,NA,"Measurement",NA,"Size range",2,2
"2781","1.5-2.4",NA,NA,"Range of values",NA,"Range",2,2
"2782","28.2 x 22.0 microm",NA,NA,"Measurement",NA,"Size",2,2
"2783","25-33 x 19-23 microm",NA,NA,"Measurement",NA,"Size range",2,2
"2784","1.1-1.5",NA,NA,"Range of parasite stages",NA,"Range",2,2
"2785","12.9 x 8.1 microm",NA,NA,"Measurement",NA,"Size",2,2
"2786","11-15 x 7-10",NA,NA,"Measurement",NA,"Size range",2,2
"2787","1.3-1.9",NA,NA,"Range of parasite life stages",NA,"Range",2,2
"2788","18S rRNA gene",NA,NA,"Ribosomal RNA gene","Gene","Genetic sequence",3,3
"2789","nuclei",NA,NA,"Cellular structure",NA,"Cellular component",2,2
"2790","μm",NA,NA,"Unit of length",NA,NA,1,1
"2791","Tana River red colobus",NA,NA,"Species","Species",NA,2,1
"2792","forest",NA,NA,"ecological habitat","Habitat","Habitat",3,2
"2793","disturbance",NA,NA,"Measurement",NA,"Environmental disturbance",2,2
"2794","richness",NA,NA,"Measurement",NA,"Measurement",2,1
"2795","attributes",NA,NA,"Property",NA,NA,1,1
"2796","E. macaci",NA,NA,"Species of Escherichia",NA,NA,1,1
"2797","African lion",NA,NA,"Mammal",NA,"Animal species",2,2
"2798","I. felis",NA,NA,"Species of parasite",NA,"Parasite",2,2
"2799","quantification",NA,NA,"Laboratory analytical technique",NA,NA,1,1
"2800","diagnosis",NA,NA,"Medical Diagnostic Procedure",NA,NA,1,1
"2801","coccidian",NA,NA,"Coccidian parasite",NA,NA,1,1
"2802","nematode",NA,NA,"helminth",NA,NA,1,1
"2803","unidentified trematodes",NA,NA,"Trematode",NA,NA,1,1
"2804","Flagellates",NA,NA,"Parasitic protozoa","Protozoa",NA,2,2
"2805","Boabeng-Fiema",NA,NA,"Geographic Location",NA,NA,1,1
"2806","Strongyle sp.",NA,NA,"Nematode species",NA,NA,1,1
"2807","Blastocystis sp. subtype 2",NA,NA,"Blastocystis subtype","Parasitic protist","Parasite",3,3
"2808","Colobus monkeys",NA,NA,"Primate species",NA,NA,1,1
"2809","Ursine colobus monkeys",NA,NA,"Primate species",NA,NA,1,1
"2810","Monkey Sanctuary",NA,NA,"Primate Conservation Facility",NA,NA,1,1
"2811","Sacred grove",NA,NA,"Conservation Area",NA,NA,1,1
"2812","Adult males",NA,NA,"Host",NA,NA,1,1
"2813","Subadult males",NA,NA,"Host",NA,NA,1,1
"2814","Bisexual groups",NA,NA,"Sexual Orientation Group",NA,NA,1,1
"2815","All-male band",NA,NA,"Musical group",NA,NA,1,1
"2816","Protozoans",NA,NA,"Parasite",NA,NA,1,1
"2817","Nematodes",NA,NA,"Helminth",NA,NA,1,1
"2818","Digenean trematode",NA,NA,"Helminth",NA,NA,1,1
"2819","Fluorescein labeled antibodies",NA,NA,"Biological marker",NA,NA,1,1
"2820","Parasite prevalence",NA,NA,"Biological metric",NA,NA,1,1
"2821","Population health",NA,NA,"Public Health",NA,NA,1,1
"2822","Ecosystem health",NA,NA,"Environmental health",NA,NA,1,1
"2823","Anthropozoonotic transmission",NA,NA,"Disease transmission mechanism",NA,NA,1,1
"2824","Zoonotic transmission",NA,NA,"Anthropozoonotic transmission",NA,NA,1,1
"2825","Papio Spp.",NA,NA,"Host","Host","Host",3,1
"2826","parasite loads",NA,NA,"Biological measurement",NA,NA,1,1
"2827","baboon troops",NA,NA,"Primate group",NA,NA,1,1
"2828","Mt. Assirik's chimpanzees",NA,NA,"Primate population",NA,NA,1,1
"2829","individuals",NA,NA,"Organism","Lions","Organism",3,2
"2830","Mesenteric vessels",NA,NA,"Tissue",NA,NA,1,1
"2831","epithelial cells",NA,NA,"Cell type",NA,NA,1,1
"2832","digeneans",NA,NA,"Platyhelminth",NA,NA,1,1
"2833","Crypts",NA,NA,"Tissue",NA,NA,1,1
"2834","Epithelium",NA,NA,"Tissue",NA,NA,1,1
"2835","southern Cameroon",NA,NA,"Geographic Region",NA,NA,1,1
"2836","Kit for in vitro isolation (KIVI)",NA,NA,"Method","Laboratory Kit",NA,2,2
"2837","Quantitative buffy coat (QBC)",NA,NA,"Method","Laboratory_test",NA,2,2
"2838","simian malaria",NA,NA,"Disease",NA,NA,1,1
"2839","central Oklahoma",NA,NA,"Geographic Region","Region",NA,2,2
"2840","nine",NA,NA,"Number of coyotes",NA,"CardinalNumber",2,2
"2841","Leishmania (Viannia) shawi",NA,NA,"Species",NA,NA,1,1
"2842","Viannia",NA,NA,"Species","Subgenus",NA,2,2
"2843","kDNA",NA,NA,"Property",NA,NA,1,1
"2844","serological characters",NA,NA,"Property",NA,NA,1,1
"2845","biological characters",NA,NA,"Property",NA,NA,1,1
"2846","biochemical characters",NA,NA,"Property",NA,NA,1,1
"2847","Vulpes vulpes",NA,NA,"Species","Species","Animal species",3,2
"2848","associated complications",NA,NA,"Traumatic injury complications",NA,NA,1,1
"2849","southeastern states",NA,NA,"US region",NA,NA,1,1
"2850","eight southeastern states",NA,NA,"US region",NA,NA,1,1
"2851","four of the eight southeastern states",NA,NA,"US States",NA,"GeopoliticalRegion",2,2
"2852","29 yr",NA,NA,"Age",NA,NA,1,1
"2853","1967",NA,NA,"Year","Year","Year",3,1
"2854","1995",NA,NA,"Year","Year","Year",3,1
"2855","1",NA,NA,"Disease",NA,NA,1,1
"2856","serum",NA,NA,"Biological fluid","Blood Serum","Biological sample",3,3
"2857","T. gondii antibodies",NA,NA,"Antibody","Antibody",NA,2,1
"2858","21%",NA,NA,"Percentage","Percentage","Percentage",3,1
"2859","Japanese raccoon dog",NA,NA,"Mammal",NA,"Animal",2,2
"2860","Japanese marten",NA,NA,"Mammal",NA,NA,1,1
"2861","Japanese badger",NA,NA,"Mammal",NA,"Animal",2,2
"2862","ultrastructure",NA,NA,"Property",NA,NA,1,1
"2863","minute undulations",NA,NA,"Property",NA,NA,1,1
"2864","thick cyst wall",NA,NA,"Property",NA,NA,1,1
"2865","Japanese carnivores",NA,NA,"Mammals",NA,NA,1,1
"2866","first published report",NA,NA,"Scientific publication",NA,"Publication",2,2
"2867","published report",NA,NA,"Scientific publication",NA,NA,1,1
"2868","acute disseminated toxoplasmosis",NA,NA,"Disease","Disease or Syndrome","Disease",3,2
"2869","Encephalitis",NA,NA,"Disease",NA,NA,1,1
"2870","Brain",NA,NA,"Cerebral Organ","Tissue","Organ",3,3
"2871","Multifocal necrotizing and nonsuppurative encephalitis",NA,NA,"Necrotizing Encephalitis",NA,NA,1,1
"2872","Intralesional protozoa",NA,NA,"Protozoan parasite",NA,NA,1,1
"2873","Free-ranging",NA,NA,"Wild animal population",NA,"Animal behavior",2,2
"2874","Endemic",NA,NA,"Disease prevalence",NA,"Disease status",2,2
"2875","parasitism",NA,NA,"Process",NA,NA,1,1
"2876","low-intensity logging",NA,NA,"Process",NA,"Process",2,1
"2877","malaria",NA,NA,"Disease","Disease","Disease",3,1
"2878","carnivore",NA,NA,"Organism","Organism",NA,2,1
"2879","virus",NA,NA,"Canine distemper virus",NA,NA,1,1
"2880","disease related mortality",NA,NA,"Mortality rate due to disease","MortalityCause","Cause of death",3,3
"2881","pathogen transmission",NA,NA,"viral transmission",NA,"Process",2,2
"2882","episodic generalist pathogen invasion",NA,NA,"Event",NA,NA,1,1
"2883","hantavirus",NA,NA,"Viral pathogen","Virus",NA,2,2
"2884","striped jack",NA,NA,"Organism",NA,NA,1,1
"2885","nervous necrosis virus",NA,NA,"Nodavirus",NA,NA,1,1
"2886","AJ245641",NA,NA,"GenBank accession number","Nucleotide Accession Number",NA,2,2
"2887","Japanese macaques",NA,NA,"Primate species",NA,"Animal species",2,2
"2888","Macaca fuscata",NA,NA,"Species of primate","Species","Species",3,2
"2889","Immunofluorescence assays",NA,NA,"Test",NA,NA,1,1
"2890","6",NA,NA,"Number of individuals","Quantity","Number",3,3
"2891","four seropositive cases",NA,NA,"Group of Humans with Seropositive Status",NA,"Group of Patients",2,2
"2892","Sequence analysis",NA,NA,"Molecular biology technique",NA,NA,1,1
"2893","Phylogenetic analysis",NA,NA,"Molecular biology technique",NA,NA,1,1
"2894","Cheetah",NA,NA,"Mammal",NA,NA,1,1
"2895","young adult",NA,NA,"Human",NA,NA,1,1
"2896","capsid protein",NA,NA,"viral structural protein","Viral protein",NA,2,2
"2897","RdRp",NA,NA,"RNA-dependent RNA polymerase",NA,"RNA-dependent RNA polymerase",2,1
"2898","this report",NA,NA,"Scientific Report",NA,NA,1,1
"2899","Serum",NA,NA,"Biological fluid",NA,NA,1,1
"2900","Brazil",NA,NA,"Country","AdministrativeRegion","Geopolitical Entity",3,3
"2901","18 arboviral infections",NA,NA,"Disease",NA,NA,1,1
"2902","investigations",NA,NA,"Event",NA,"Process",2,2
"2903","standardized manner",NA,NA,"Scientific sampling protocol",NA,NA,1,1
"2904","50",NA,NA,"Number","Quantity",NA,2,2
"2905","variable",NA,NA,"Property",NA,NA,1,1
"2906","conserved",NA,NA,"Property",NA,NA,1,1
"2907","molecular epidemiology",NA,NA,"Biomedical research field",NA,NA,1,1
"2908","transmission dynamics",NA,NA,"Biological Process",NA,"Process",2,2
"2909","gibbon-derived hepatitis B virus",NA,NA,"Virus subtype",NA,NA,1,1
"2910","monoclonal anti-preS2 antibody",NA,NA,"Antibody","Antibody","Organism",3,2
"2911","preS2 region",NA,NA,"Biological Sequence Region",NA,NA,1,1
"2912","preS gene",NA,NA,"HBV gene",NA,NA,1,1
"2913","nucleotide substitution",NA,NA,"Point mutation",NA,"Genetic Mutation",2,2
"2914","amino acid substitution",NA,NA,"genetic mutation",NA,NA,1,1
"2915","human HBV",NA,NA,"Human Hepatitis B Virus",NA,NA,1,1
"2916","HBV sequences",NA,NA,"Viral genomic sequences",NA,NA,1,1
"2917","Denmark",NA,NA,"Country","Location_Country","Country",3,2
"2918","Phylogenetic comparison",NA,NA,"Molecular phylogenetic analysis",NA,NA,1,1
"2919","sequence data",NA,NA,"Measurement",NA,"Genetic sequence data",2,2
"2920","first-round RT-PCR products",NA,NA,"Measurement",NA,NA,1,1
"2921","previous isolate",NA,NA,"Measurement",NA,NA,1,1
"2922","lyssaviruses",NA,NA,"Viral pathogens",NA,NA,1,1
"2923","P. lylei",NA,NA,"Species of Fruit Bat",NA,"Bat species",2,2
"2924","E. spelaea",NA,NA,"Species",NA,"Bat species",2,2
"2925","Aujeszky's disease",NA,NA,"Disease","Disease","Disease",3,1
"2926","seropositive swine",NA,NA,"Animal with a specific disease status","Organism","Host",3,3
"2927","seroprevalence",NA,NA,"Biostatistical measure",NA,NA,1,1
"2928","11",NA,NA,"Number of sites",NA,"Number",2,2
"2929","3",NA,NA,"Year",NA,"Number",2,2
"2930","extreme eastern part",NA,NA,"Geographic Region",NA,NA,1,1
"2931","study area",NA,NA,"Geographic Region",NA,NA,1,1
"2932","River mouth",NA,NA,"Hydrological feature",NA,NA,1,1
"2933","Oceanographic campaigns",NA,NA,"Scientific research expedition",NA,NA,1,1
"2934","genus",NA,NA,"biological genus",NA,NA,1,1
"2935","major capsid protein",NA,NA,"viral structural protein",NA,NA,1,1
"2936","MCP",NA,NA,"Viral capsid protein",NA,NA,1,1
"2937","histopathology",NA,NA,"Technique",NA,NA,1,1
"2938","cultured pig frog",NA,NA,"Cultured Organism",NA,NA,1,1
"2939","lateral",NA,NA,"anatomical direction",NA,NA,1,1
"2940","cultured",NA,NA,"Cell culture",NA,NA,1,1
"2941","frog",NA,NA,"Rana grylio",NA,NA,1,1
"2942","cottontail",NA,NA,"Desert cottontail",NA,NA,1,1
"2943","papillomavirus",NA,NA,"Cottontail rabbit papillomavirus",NA,NA,1,1
"2944","widespread",NA,NA,"Disease prevalence",NA,NA,1,1
"2945","Dengue virus NS1 protein",NA,NA,"Viral protein","Viral non-structural protein",NA,2,2
"2946","DV",NA,NA,"Virus",NA,NA,1,1
"2947","porcupine",NA,NA,"Mammal",NA,NA,1,1
"2948","129-257",NA,NA,"Study ID",NA,NA,1,1
"2949","fatal",NA,NA,"Clinical outcome",NA,NA,1,1
"2950","atal",NA,NA,"Disease",NA,NA,1,1
"2951","atxia",NA,NA,"Clinical sign",NA,NA,1,1
"2952","lymphoplasmacytic",NA,NA,"Property",NA,NA,1,1
"2953","perivascular",NA,NA,"Property",NA,NA,1,1
"2954","scattered",NA,NA,"Property",NA,NA,1,1
"2955","rare",NA,NA,"Property",NA,NA,1,1
"2956","mild",NA,NA,"Property",NA,NA,1,1
"2957","positive",NA,NA,"Property",NA,NA,1,1
"2958","Marble spleen disease",NA,NA,"Disease","Disease","Disease",3,1
"2959","Marble spleen disease virus",NA,NA,"Virus",NA,NA,1,1
"2960","turkey",NA,NA,"bird species",NA,"Bird",2,2
"2961","chicken",NA,NA,"bird species (not a specific type, but a broader category)",NA,"Mentioned but not relevant",2,2
"2962","RE cell",NA,NA,"Tissue",NA,NA,1,1
"2963","spleen",NA,NA,"Tissue","OrganismPart",NA,2,2
"2964","avirulent strains of MSD virus",NA,NA,"MSD virus strain","Virus Strain","Viral strain",3,3
"2965","mortality",NA,NA,"disease outcome",NA,"Population metric",2,2
"2966","lymphoid necrosis",NA,NA,"Lymphoid cell death","Pathological process","Pathological Condition",3,3
"2967","reticuloendothelial cell hyperplasia",NA,NA,"Reticuloendothelial cell hyperplasia (a type of histopathological finding)",NA,"Pathological Condition",2,2
"2968","intranuclear viral inclusions",NA,NA,"Viral inclusion","Anatomical Structure","Pathological finding",3,3
"2969","strict sanitation",NA,NA,"Infection Control Measure","HealthcareActivity","Medical Practice",3,3
"2970","good management practices",NA,NA,"Veterinary Public Health Measure","HealthcarePractice","MedicalProcedure",3,3
"2971","Avian bornavirus",NA,NA,"Virus","Virus",NA,2,1
"2972","encephalopathy",NA,NA,"Degenerative Encephalopathy",NA,NA,1,1
"2973","myenteric ganglioneuritis",NA,NA,"Gastrointestinal inflammatory disease",NA,NA,1,1
"2974","reverse-transcriptase polymerase chain reaction",NA,NA,"Test",NA,"Biological Assay",2,2
"2975","sequencing",NA,NA,"Test",NA,NA,1,1
"2976","genotype 4",NA,NA,"Avian hepatitis E virus genotype",NA,NA,1,1
"2977","Measles virus",NA,NA,"Viral pathogen","Virus species",NA,2,2
"2978","Japanese macaque",NA,NA,"Primate",NA,NA,1,1
"2979","Cytomegalovirus",NA,NA,"Virus","Virus",NA,2,1
"2980","Adenovirus",NA,NA,"Virus","Virus",NA,2,1
"2981","Bacteria",NA,NA,"None","None",NA,2,1
"2982","Lung",NA,NA,"Tissue","Tissue",NA,2,1
"2983","Stomach",NA,NA,"Tissue","Tissue",NA,2,1
"2984","Skin",NA,NA,"Tissue","Tissue",NA,2,1
"2985","Salivary gland",NA,NA,"Tissue","Tissue",NA,2,1
"2986","Spleen",NA,NA,"Tissue","Tissue",NA,2,1
"2987","Lymph nodes",NA,NA,"Tissue","Tissue",NA,2,1
"2988","Paramyxovirus",NA,NA,"Negative-sense RNA virus","Virus",NA,2,2
"2989","Gingivitis",NA,NA,"Disease","Disease",NA,2,1
"2990","Esophagitis",NA,NA,"Disease","Disease",NA,2,1
"2991","Anorexia",NA,NA,"Disease","Disease or Syndrome",NA,2,2
"2992","Diarrhea",NA,NA,"Gastrointestinal symptom","Disease or Syndrome",NA,2,2
"2993","Dermatitis",NA,NA,"Skin Disease","Disease or Syndrome",NA,2,2
"2994","Histopathology",NA,NA,"Diagnostic method",NA,NA,1,1
"2995","In situ hybridization",NA,NA,"Diagnostic method",NA,NA,1,1
"2996","Electron microscopy",NA,NA,"Diagnostic method",NA,NA,1,1
"2997","Immunosuppression",NA,NA,"Clinical Condition",NA,NA,1,1
"2998","Secondary infection",NA,NA,"Disease",NA,NA,1,1
"2999","Disseminated cytomegalovirus infection",NA,NA,"Disease",NA,NA,1,1
"3000","Adenoviral pneumonia",NA,NA,"Disease",NA,NA,1,1
"3001","Bacterial pneumonia",NA,NA,"Disease",NA,NA,1,1
"3002","Candida albicans-associated gingivitis and esophagitis",NA,NA,"Disease",NA,NA,1,1
"3003","Outbreak",NA,NA,"Viral Outbreak",NA,NA,1,1
"3004","Indoor caging",NA,NA,"Animal enclosure","Enclosure",NA,2,2
"3005","Outdoor exhibits",NA,NA,"Zoo enclosure","Enclosure",NA,2,2
"3006","Temporary caging",NA,NA,"Animal Housing",NA,NA,1,1
"3007","New outdoor exhibits",NA,NA,"Zoo enclosure","Enclosure",NA,2,2
"3008","Four months",NA,NA,"Duration",NA,NA,1,1
"3009","Two-23-day",NA,NA,"Duration",NA,NA,1,1
"3010","Ten",NA,NA,"Number of entities (Quantity)",NA,NA,1,1
"3011","Two",NA,NA,"Number of entities (quantity)",NA,NA,1,1
"3012","53%",NA,NA,"Percentage",NA,NA,1,1
"3013","raccoons",NA,NA,"Organism","Species","Animal",3,3
"3014","rabies endemic areas",NA,NA,"Geographic Region",NA,NA,1,1
"3015","epidemiology",NA,NA,"Medical Epidemiology",NA,NA,1,1
"3016","necropsy findings",NA,NA,"Pathological findings",NA,NA,1,1
"3017","severe multifocal hepatic and splenic necrosis",NA,NA,"Pathological Condition",NA,NA,1,1
"3018","herpesvirus",NA,NA,"Avian herpesvirus",NA,NA,1,1
"3019","Leptospira pomona",NA,NA,NA,"Bacterium species","Bacteria",2,2
"3020","Leptospira icterohemorrhagiae",NA,NA,NA,"Bacterium species","Bacterial species",2,2
"3021","Leptospira canicola",NA,NA,NA,"Bacterium species","Bacterium",2,2
"3022","Leptospira hardjo",NA,NA,NA,"Bacterium species",NA,1,1
"3023","Leptospira grippotyphosa",NA,NA,NA,"Bacterial species","Bacterium",2,2
"3024","September 17, 2001",NA,NA,NA,"Date","Date",2,1
"3025","28",NA,NA,NA,"Count of opossums",NA,1,1
"3026","Serologic survey",NA,NA,NA,"Research study","Scientific study",2,2
"3027","canine pathogens",NA,NA,NA,"Organism","Bacterial and viral pathogens affecting dogs",2,2
"3028","rabies virus",NA,NA,NA,"Virus",NA,1,1
"3029","CPV-2",NA,NA,NA,"Virus",NA,1,1
"3030","E. canis",NA,NA,NA,"Bacterium species",NA,1,1
"3031","phocine adrenal cell line",NA,NA,NA,"Cell line",NA,1,1
"3032","phocine kidney cell line",NA,NA,NA,"Cell line",NA,1,1
"3033","average birth weight",NA,NA,NA,"Physiological Attribute",NA,1,1
"3034","disease",NA,NA,NA,"Infectious disease","Infectious Disease",2,2
"3035","17",NA,NA,NA,"Count",NA,1,1
"3036","16 of 17",NA,NA,NA,"Proportion",NA,1,1
"3037","weakness",NA,NA,NA,"Symptom","Symptom",2,1
"3038","kidney ""cloissone""",NA,NA,NA,"Anatomical structure lesion",NA,1,1
"3039","Nephroliths",NA,NA,NA,"Kidney Stone",NA,1,1
"3040","Uric acid",NA,NA,NA,"Organic compound",NA,1,1
"3041","Ammonium urate",NA,NA,NA,"Mineral",NA,1,1
"3042","Renal pelvic dilation",NA,NA,NA,"Disease or Syndrome",NA,1,1
"3043","Pyelonephritis",NA,NA,NA,"Disease",NA,1,1
"3044","Hydronephrosis",NA,NA,NA,"Disease",NA,1,1
"3045","Odocoileus virginianus",NA,NA,NA,"Species",NA,1,1
"3046","deer population",NA,NA,NA,"Organism Population","Host",2,2
"3047","culture",NA,NA,NA,"Microbiological culture",NA,1,1
"3048","ingual lymph node",NA,NA,NA,"Inguinal lymph node","Tissue",2,2
"3049","human ehrlichioses agents",NA,NA,NA,"Bacteria","Disease",2,2
"3050","human granulocytic ehrlichiosis",NA,NA,NA,"Disease","Disease",2,1
"3051","free-living wild species",NA,NA,NA,"Organism",NA,1,1
"3052","eight species of wildlife",NA,NA,NA,"OrganismGroup",NA,1,1
"3053","African swine fever antibodies",NA,NA,NA,"Antibody","Biological molecule",2,2
"3054","organs",NA,NA,NA,"Internal Organs","Anatomical Structure",2,2
"3055","decrease in productivity",NA,NA,NA,"Phenotypic abnormality",NA,1,1
"3056","family groups",NA,NA,NA,"SocialGroup","Social Group",2,2
"3057","1997-2001",NA,NA,NA,"Time Period",NA,1,1
"3058","Infectious disease monitoring",NA,NA,NA,"Surveillance program",NA,1,1
"3059","complement fixation test",NA,NA,NA,"Laboratory Test",NA,1,1
"3060","HGE",NA,NA,NA,"Disease","Disease",2,1
"3061","polymerase chain reactions",NA,NA,NA,"Laboratory Technique",NA,1,1
"3062","DNA",NA,NA,NA,"Genomic DNA",NA,1,1
"3063","PCR",NA,NA,NA,"Polymerase Chain Reaction",NA,1,1
"3064","Hippos",NA,NA,NA,"Organism Species",NA,1,1
"3065","Elephant",NA,NA,NA,"Species",NA,1,1
"3066","Environmental contamination",NA,NA,NA,"Disease transmission route",NA,1,1
"3067","Risks to people",NA,NA,NA,"HealthRisk",NA,1,1
"3068","Methods of control",NA,NA,NA,"Disease_control_measure",NA,1,1
"3069","Local laboratory staff",NA,NA,NA,"Research Personnel",NA,1,1
"3070","Enzootic status",NA,NA,NA,"DiseaseStatus",NA,1,1
"3071","European badgers",NA,NA,NA,"Species",NA,1,1
"3072","Clinical samples",NA,NA,NA,"BiologicalSample",NA,1,1
"3073","Bacilli",NA,NA,NA,"Bacteria",NA,1,1
"3074","Individual",NA,NA,NA,"Human",NA,1,1
"3075","Female",NA,NA,NA,"Sex",NA,1,1
"3076","Male",NA,NA,NA,"Sex",NA,1,1
"3077","Stable social structure",NA,NA,NA,"Property",NA,1,1
"3078","92",NA,NA,NA,"Count","Number",2,2
"3079","Rickettsiales",NA,NA,NA,"Order",NA,1,1
"3080","Ehrlichieae",NA,NA,NA,"Biological family",NA,1,1
"3081","Ehrlichia chaffeensis Anderson, Dawson, Jones, & Wilson",NA,NA,NA,"Bacterium species","Bacterium",2,2
"3082","serum samples",NA,NA,NA,"BiologicalSample",NA,1,1
"3083","Africa",NA,NA,NA,"Continent",NA,1,1
"3084","human pathogens",NA,NA,NA,"Disease_Causing_Organism","Bacterial species",2,2
"3085","Leptospirosis",NA,NA,NA,"Disease","Disease",2,1
"3086","Acute febrile illness",NA,NA,NA,"Disease or Syndrome",NA,1,1
"3087","Urban area",NA,NA,NA,"Rural area",NA,1,1
"3088","Peri-urban area",NA,NA,NA,"Geographic location",NA,1,1
"3089","Rural area",NA,NA,NA,"Geographic location",NA,1,1
"3090","Alabama",NA,NA,NA,"AdministrativeRegion",NA,1,1
"3091","Louisiana",NA,NA,NA,"AdministrativeRegion",NA,1,1
"3092","Texas",NA,NA,NA,"AdministrativeRegion",NA,1,1
"3093","Antibody",NA,NA,NA,"Anti-Ehrlichia antibody",NA,1,1
"3094","Indirect fluorescent antibody test",NA,NA,NA,"Laboratory Test",NA,1,1
"3095","Latitude",NA,NA,NA,"GeographicCoordinate",NA,1,1
"3096","Elevation",NA,NA,NA,"TopographicElevation",NA,1,1
"3097","Climatic conditions",NA,NA,NA,"Environmental factor",NA,1,1
"3098","harbor seal",NA,NA,NA,"Phocidae",NA,1,1
"3099","harp seal",NA,NA,NA,"Pinniped",NA,1,1
"3100","brucellosis",NA,NA,NA,"Disease",NA,1,1
"3101","IS900 restriction fragment length polymorphism",NA,NA,NA,"Laboratory Technique",NA,1,1
"3102"," Acid-fast rods",NA,NA,NA,"Bacterium morphology",NA,1,1
"3103","antimicrobial susceptibility testing",NA,NA,NA,"Laboratory_test",NA,1,1
"3104","formalin",NA,NA,NA,"chemical substance","Chemical",2,2
"3105","Long-tailed macaque",NA,NA,NA,"Primate species",NA,1,1
"3106","Helminth",NA,NA,NA,"Parasitic worm","Parasitic worm",2,1
"3107","Intestinal fluke",NA,NA,NA,"Trematode",NA,1,1
"3108","North-eastern Thailand",NA,NA,NA,"Geographic Region",NA,1,1
"3109","Forest park",NA,NA,NA,"Protected area",NA,1,1
"3110","Natural environment",NA,NA,NA,"Ecosystem",NA,1,1
"3111","Anthropogenically modified environment",NA,NA,NA,"Habitat",NA,1,1
"3112","Habitat",NA,NA,NA,"Environmental Habitat",NA,1,1
"3113","Foraging behaviour",NA,NA,NA,"Behavioral trait",NA,1,1
"3114","Parasite community",NA,NA,NA,"Microbiome",NA,1,1
"3115","Disease interaction",NA,NA,NA,"Zoonotic disease transmission",NA,1,1
"3116","Conservation threat",NA,NA,NA,"Environmental threat",NA,1,1
"3117","Human-wildlife interaction",NA,NA,NA,"Biological Interaction",NA,1,1
"3118","Human-non-human primate transmission",NA,NA,NA,"Zoonotic transmission",NA,1,1
"3119","Macaque population",NA,NA,NA,"Organism Population",NA,1,1
"3120","Sylvatic group",NA,NA,NA,"Wildlife population",NA,1,1
"3121","Local human population",NA,NA,NA,"GeographicHumanCommunity",NA,1,1
"3122","Feces",NA,NA,NA,"BiologicalSample",NA,1,1
"3123","Food",NA,NA,NA,"Human-provided food",NA,1,1
"3124","Ground",NA,NA,NA,"Environment",NA,1,1
"3125","domestic animal",NA,NA,NA,"Wild animal",NA,1,1
"3126","fecal sample",NA,NA,NA,"BiologicalSample",NA,1,1
"3127","parasite richness",NA,NA,NA,"Biodiversity metric",NA,1,1
"3128","encounter",NA,NA,NA,"Parasite Encounter",NA,1,1
"3129","ecology",NA,NA,NA,"Species ecology","Biological field of study",2,2
"3130","species",NA,NA,NA,"Mammalian species",NA,1,1
"3131","feces",NA,NA,NA,"BiologicalSample","Biological sample",2,2
"3132","Lung helminths",NA,NA,NA,"Parasitic worm",NA,1,1
"3133","Testosterone",NA,NA,NA,"Hormone",NA,1,1
"3134","Epiandrosterone",NA,NA,NA,"Steroid hormone",NA,1,1
"3135","Cortisol",NA,NA,NA,"Hormone",NA,1,1
"3136","Oestrogen",NA,NA,NA,"Hormone",NA,1,1
"3137","Faecal androgen",NA,NA,NA,"Hormone metabolite",NA,1,1
"3138","Faecal cortisol",NA,NA,NA,"Hormone metabolite",NA,1,1
"3139","Faecal oestrogen",NA,NA,NA,"Hormone metabolite",NA,1,1
